"level","from","to","No of ClimateZones","ClimateZones"
"Class","136","bacilli",13,"Af, Am, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","2","da052",13,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","fimbriimonadia","fimbriimonadia",13,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","chloroflexi","verrucomicrobiae",13,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","chloroflexi","da052",13,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","acidimicrobiia","sm2f11",13,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","opitutae","sva0725",13,"Af, Aw, BSk, BWk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwc, ET"
"Class","bacilli","opitutae",13,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","om190","tk10",13,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","28","deltaproteobacteria",13,"Af, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","136","actinobacteria",13,"Af, Aw, BSk, BWk, Cfa, Cfb, Csa, Cwb, Dfb, Dfc, Dwc, EF, ET"
"Class","flavobacteriia","solibacteres",13,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF"
"Class","fimbriimonadia","sphingobacteriia",13,"Af, Aw, BSk, BWk, Cfa, Cfb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","unassigned","vadinha49",13,"Af, Am, Aw, BSk, BWk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","chloroflexi","sphingobacteriia",13,"Af, Am, Aw, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","chloroflexi","chloroplast",13,"Af, Am, Aw, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","12","elusimicrobia",13,"Af, Am, Aw, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","saprospirae","zetaproteobacteria",13,"Af, Am, Aw, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","pauc37f","saprospirae",13,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","leptospirae","saprospirae",13,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","28","leptospirae",13,"Af, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","alphaproteobacteria","fibrobacteria",13,"Af, Am, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","tk10","verrucomicrobiae",13,"Af, BSk, BWk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","fibrobacteria","verrucomicrobiae",13,"Af, Am, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","chloroplast","om190",13,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwc, ET"
"Class","ellin6529","phycisphaerae",13,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","saprospirae","sm2f11",13,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","actinobacteria","fimbriimonadia",13,"Am, Aw, BSk, BWk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","5","gemm",12,"Af, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfb, Dfc, Dwb, Dwc, ET"
"Class","deltaproteobacteria","pla4",12,"Af, Am, Aw, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","betaproteobacteria","pla4",12,"Af, Am, Aw, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","methylacidiphilae","pedosphaerae",12,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","rubrobacteria","solibacteres",12,"Af, Am, Aw, BSk, BWk, Cfa, Cfb, Csb, Cwb, Dfb, Dwc, EF"
"Class","s035","thermoleophilia",12,"Af, Am, Aw, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","chloracidobacteria","s035",12,"Af, Am, Aw, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","alphaproteobacteria","ktedonobacteria",12,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","deltaproteobacteria","methylacidiphilae",12,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","deltaproteobacteria","ktedonobacteria",12,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","ktedonobacteria","pedosphaerae",12,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","ktedonobacteria","unassigned",12,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","deltaproteobacteria","fibrobacteria",12,"Af, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","methylacidiphilae","unassigned",12,"Af, Am, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","betaproteobacteria","s035",12,"Af, Am, Aw, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","acidobacteriia","ktedonobacteria",12,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","pla4","unassigned",12,"Af, Am, Aw, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","5","alphaproteobacteria",12,"Af, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfb, Dfc, Dwb, Dwc, ET"
"Class","elusimicrobia","ktedonobacteria",12,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","gammaproteobacteria","rb25",12,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","12","phycisphaerae",12,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","acidobacteriia","sc3",12,"Af, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","da052","tm1",12,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","pla4","solibacteres",12,"Af, Am, Aw, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","acidimicrobiia","ktedonobacteria",12,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","anaerolineae","tk10",12,"Af, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","chloroflexi","cytophagia",12,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","ec1113","unassigned",12,"Af, Am, Aw, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","fibrobacteria","spartobacteria",12,"Af, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","pedosphaerae","sm2f11",12,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","pla4","planctomycetia",12,"Af, Am, Aw, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","ktedonobacteria","spartobacteria",12,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","pla3","saprospirae",12,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","anaerolineae","gammaproteobacteria",12,"Af, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","opitutae","pla4",12,"Af, Am, Aw, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","chloroflexi","unassigned",12,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","phycisphaerae","rubrobacteria",12,"Af, Am, Aw, BSk, BWk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dwc"
"Class","da052","om190",12,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","ktedonobacteria","thermoleophilia",12,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","sc3","thermoleophilia",12,"Af, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","1","cytophagia",12,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","c6","pla4",12,"Af, Am, Aw, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","deltaproteobacteria","zetaproteobacteria",12,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","sc3","unassigned",12,"Af, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","ktedonobacteria","phycisphaerae",12,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","flavobacteriia","nitrospira",12,"Af, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","1","da052",12,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","5","gammaproteobacteria",12,"Af, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfb, Dfc, Dwb, Dwc, ET"
"Class","acidimicrobiia","methylacidiphilae",12,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","pauc37f","solibacteres",12,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","alphaproteobacteria","bacteroidia",12,"Af, Am, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, EF, ET"
"Class","acidimicrobiia","chloroflexi",12,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","12","ec1113",12,"Af, Am, Aw, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","elusimicrobia","methylacidiphilae",12,"Af, Am, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","bacteroidia","verrucomicrobiae",12,"Af, Am, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, EF, ET"
"Class","28","phycisphaerae",12,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","anaerolineae","fibrobacteria",12,"Af, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","12","pla4",12,"Af, Am, Aw, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","ellin6529","methylacidiphilae",12,"Af, Am, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","fibrobacteria","gammaproteobacteria",12,"Af, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","elusimicrobia","sva0725",12,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","acidobacteriia","s085",12,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","28","clostridia",12,"Af, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","chthonomonadetes","unassigned",12,"Af, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","acidobacteriia","chthonomonadetes",12,"Af, Aw, BSk, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","1","acidobacteriia",12,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","4","betaproteobacteria",12,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","28","pedosphaerae",12,"Af, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, EF, ET"
"Class","chloracidobacteria","methylacidiphilae",12,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","pla3","unassigned",12,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","c6","cytophagia",12,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","bacilli","s085",12,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfb, Dfc, Dwb, EF"
"Class","da052","pauc37f",12,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","fibrobacteria","pedosphaerae",12,"Af, Am, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","anaerolineae","chthonomonadetes",12,"Af, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","anaerolineae","sphingobacteriia",12,"Af, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","acidimicrobiia","opitutae",12,"Af, Aw, BSk, BWk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwc"
"Class","nitrospira","zetaproteobacteria",12,"Af, Am, Aw, Cfa, Cfb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","pauc37f","spartobacteria",12,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","136","anaerolineae",12,"Af, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","3","bacilli",12,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dwb, Dwc"
"Class","bacilli","elusimicrobia",12,"Af, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","1","28",12,"Af, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","1","136",12,"Af, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","acidobacteriia","leptospirae",12,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF"
"Class","pedosphaerae","zetaproteobacteria",12,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dwb, Dwc"
"Class","136","acidimicrobiia",12,"Af, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","sm2f11","solibacteres",12,"Af, Am, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","gammaproteobacteria","zetaproteobacteria",12,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","actinobacteria","methylacidiphilae",12,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","chloroplast","leptospirae",12,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwc, ET"
"Class","alphaproteobacteria","sc3",12,"Af, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","sc3","solibacteres",12,"Af, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","fimbriimonadia","thermoleophilia",12,"Af, Am, Aw, BSk, BWk, Cfa, Cfb, Cwb, Dfb, Dfc, Dwc, ET"
"Class","methylacidiphilae","saprospirae",12,"Af, Am, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","3","chloroflexi",12,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dwb, Dwc, EF"
"Class","12","pla3",12,"Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","fibrobacteria","sphingobacteriia",12,"Am, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","actinobacteria","ktedonobacteria",11,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","pedosphaerae","rb25",11,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, EF"
"Class","acidobacteriia","methylacidiphilae",11,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","alphaproteobacteria","pla4",11,"Af, Am, Aw, Cfa, Cfb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","da052","saprospirae",11,"Af, Am, Aw, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, Dwc, ET"
"Class","ktedonobacteria","solibacteres",11,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","da052","methylacidiphilae",11,"Af, Am, Aw, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, Dwc, ET"
"Class","alphaproteobacteria","s035",11,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","s035","unassigned",11,"Af, Am, Aw, Cfa, Cfb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","bacteroidia","holophagae",11,"Af, Am, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, EF, ET"
"Class","methylacidiphilae","methylacidiphilae",11,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","ec1113","gammaproteobacteria",11,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","pauc37f","planctomycetia",11,"Af, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","12","om190",11,"Af, Am, Aw, Cfa, Cfb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","5","chloracidobacteria",11,"Af, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfb, Dfc, Dwb, Dwc"
"Class","betaproteobacteria","pla3",11,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb"
"Class","chloracidobacteria","da052",11,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dwb, Dwc, ET"
"Class","bacteroidia","phycisphaerae",11,"Af, Am, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, ET"
"Class","clostridia","phycisphaerae",11,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","methylacidiphilae","planctomycetia",11,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","5","betaproteobacteria",11,"Af, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfb, Dfc, Dwb, Dwc"
"Class","108","108",11,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dwb, Dwc"
"Class","12","actinobacteria",11,"Af, Am, Aw, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dwb, Dwc"
"Class","actinobacteria","tm1",11,"Af, Am, Aw, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, Dwc, ET"
"Class","actinobacteria","s035",11,"Af, Am, Aw, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dwb, Dwc"
"Class","planctomycetia","s035",11,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","28","chloroflexi",11,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","ktedonobacteria","saprospirae",11,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","c6","gammaproteobacteria",11,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, ET"
"Class","acidimicrobiia","fibrobacteria",11,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","gemmatimonadetes","methylacidiphilae",11,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","136","clostridia",11,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","12","flavobacteriia",11,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","elusimicrobia","spartobacteria",11,"Af, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","spartobacteria","tm1",11,"Af, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","phycisphaerae","tm1",11,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","planctomycetia","rb25",11,"Af, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","methylacidiphilae","rb25",11,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","5","deltaproteobacteria",11,"Af, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfb, Dfc, Dwb, Dwc"
"Class","chloroplast","gammaproteobacteria",11,"Af, Am, Aw, BSk, Cfa, Cfb, Dfb, Dfc, Dwb, Dwc, ET"
"Class","alphaproteobacteria","clostridia",11,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","elusimicrobia","rubrobacteria",11,"Af, Aw, BSk, BWk, Cfa, Cfb, Csb, Cwb, Dfb, Dwc, EF"
"Class","3","actinobacteria",11,"Af, Aw, BSk, BWk, Cfa, Cfb, Cwb, Dfa, Dfb, Dfc, Dwc"
"Class","sc3","spartobacteria",11,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","chthonomonadetes","pedosphaerae",11,"Af, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","saprospirae","sc3",11,"Af, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","nitrospira","verrucomicrobiae",11,"Af, Am, Aw, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, Dwc, ET"
"Class","clostridia","ellin6529",11,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","chloracidobacteria","flavobacteriia",11,"Af, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","136","betaproteobacteria",11,"Af, Aw, BSk, BWk, Cfa, Cfb, Cwb, Dfb, Dfc, Dwc, EF"
"Class","ellin6529","rubrobacteria",11,"Af, Aw, BSk, BWk, Cfa, Cfb, Csb, Dfa, Dfb, Dwc, EF"
"Class","c6","unassigned",11,"Af, Am, Aw, BSk, Cfa, Cfb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","c6","om190",11,"Af, Am, Aw, Cfa, Cfb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","acidobacteriia","s035",11,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","anaerolineae","ellin6529",11,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","chthonomonadetes","tk10",11,"Af, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","gemmatimonadetes","rubrobacteria",11,"Af, Aw, BSk, BWk, Cfa, Cfb, Csb, Dfa, Dfb, Dwc, EF"
"Class","planctomycetia","tm1",11,"Af, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","methylacidiphilae","tm1",11,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","gammaproteobacteria","methylacidiphilae",11,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","gemmatimonadetes","sc3",11,"Af, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","pla4","sphingobacteriia",11,"Af, Am, Aw, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb"
"Class","da052","fimbriimonadia",11,"Af, Am, BSk, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, Dwc, ET"
"Class","sc3","sphingobacteriia",11,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","betaproteobacteria","tm1",11,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, ET"
"Class","phycisphaerae","sc3",11,"Af, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","ktedonobacteria","ktedonobacteria",11,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc"
