"level","from","to","No of ClimateZones","ClimateZones"
"Class","c6","solibacteres",2,"Dfa, Dfb"
"Class","pedosphaerae","phycisphaerae",2,"Dfa, Dwc"
"Class","chloroplast","unassigned",2,"Dfb, Dfc"
"Class","cytophagia","ellin6529",2,"Dfb, ET"
"Class","bacilli","ellin6529",2,"Dfb, Dwc"
"Class","methylacidiphilae","saprospirae",2,"Dfb, Dwc"
"Class","8","elusimicrobia",2,"Dfb, Dwb"
"Class","bacilli","clostridia",2,"Dfc, Dwb"
"Class","da052","gammaproteobacteria",2,"Dfc, ET"
"Class","cytophagia","opitutae",2,"Dfc, Dwb"
"Class","planctomycetia","sva0725",2,"Dwb, ET"
"Class","12","opitutae",1,"Af"
"Class","12","acidimicrobiia",1,"Af"
"Class","acidimicrobiia","sva0725",1,"Af"
"Class","clostridia","pedosphaerae",1,"Af"
"Class","clostridia","leptospirae",1,"Af"
"Class","clostridia","elusimicrobia",1,"Af"
"Class","clostridia","unassigned",1,"Af"
"Class","nitrospira","sva0725",1,"Af"
"Class","phycisphaerae","phycisphaerae",1,"Af"
"Class","gemmatimonadetes","verrucomicrobiae",1,"Af"
"Class","acidimicrobiia","zetaproteobacteria",1,"Af"
"Class","ellin6529","pauc37f",1,"Am"
"Class","acidimicrobiia","leptospirae",1,"Am"
"Class","bacilli","flavobacteriia",1,"Am"
"Class","betaproteobacteria","da052",1,"Am"
"Class","phycisphaerae","sva0725",1,"Am"
"Class","c6","thermoleophilia",1,"Am"
"Class","acidobacteriia","chloroplast",1,"Am"
"Class","chloracidobacteria","leptospirae",1,"Aw"
"Class","leptospirae","thermoleophilia",1,"Aw"
"Class","cytophagia","pauc37f",1,"Aw"
"Class","1","flavobacteriia",1,"Aw"
"Class","cytophagia","rb25",1,"Aw"
"Class","1","da052",1,"Aw"
"Class","da052","flavobacteriia",1,"Aw"
"Class","da052","rb25",1,"Aw"
"Class","cytophagia","da052",1,"Aw"
"Class","acidimicrobiia","bacilli",1,"Aw"
"Class","rb25","unassigned",1,"Aw"
"Class","ellin6529","leptospirae",1,"Aw"
"Class","fimbriimonadia","unassigned",1,"Aw"
"Class","fimbriimonadia","pedosphaerae",1,"BSk"
"Class","gammaproteobacteria","sva0725",1,"BSk"
"Class","12","fimbriimonadia",1,"BSk"
"Class","elusimicrobia","pedosphaerae",1,"BSk"
"Class","pauc37f","verrucomicrobiae",1,"BSk"
"Class","12","ellin6529",1,"BSk"
"Class","5","8",1,"BSk"
"Class","acidimicrobiia","elusimicrobia",1,"BSk"
"Class","c6","chloroplast",1,"Cfa"
"Class","12","chloroplast",1,"Cfa"
"Class","leptospirae","unassigned",1,"Cfa"
"Class","fimbriimonadia","verrucomicrobiae",1,"Cfa"
"Class","ellin6529","elusimicrobia",1,"Cfa"
"Class","c6","c6",1,"Cfa"
"Class","elusimicrobia","gammaproteobacteria",1,"Cfa"
"Class","8","chloroplast",1,"Cfa"
"Class","planctomycetia","rb25",1,"Cfb"
"Class","chloroplast","elusimicrobia",1,"Cfb"
"Class","chloroplast","methylacidiphilae",1,"Cfb"
"Class","methylacidiphilae","sphingobacteriia",1,"Cfb"
"Class","sva0725","tk10",1,"Cfb"
"Class","chloroplast","verrucomicrobiae",1,"Cfb"
"Class","actinobacteria","clostridia",1,"Cfb"
"Class","leptospirae","nitrospira",1,"Cfb"
"Class","ellin6529","unassigned",1,"Cfb"
"Class","c6","unassigned",1,"Cfb"
"Class","c6","pauc37f",1,"Cfb"
"Class","5","acidimicrobiia",1,"Cfb"
"Class","elusimicrobia","nitrospira",1,"Cfb"
"Class","bacilli","verrucomicrobiae",1,"Csa"
"Class","methylacidiphilae","pedosphaerae",1,"Csb"
"Class","c6","methylacidiphilae",1,"Csb"
"Class","spartobacteria","zetaproteobacteria",1,"Csb"
"Class","1","12",1,"Csb"
"Class","12","gemmatimonadetes",1,"Csb"
"Class","12","cytophagia",1,"Csb"
"Class","tk10","unassigned",1,"Csb"
"Class","rb25","spartobacteria",1,"Csb"
"Class","chloroplast","da052",1,"Csb"
"Class","pauc37f","phycisphaerae",1,"Csb"
"Class","clostridia","phycisphaerae",1,"Cwb"
"Class","cytophagia","fimbriimonadia",1,"Dfa"
"Class","flavobacteriia","opitutae",1,"Dfa"
"Class","12","12",1,"Dfa"
"Class","bacilli","da052",1,"Dfa"
"Class","fimbriimonadia","spartobacteria",1,"Dfb"
"Class","12","actinobacteria",1,"Dfb"
"Class","saprospirae","zetaproteobacteria",1,"Dfb"
"Class","acidimicrobiia","opitutae",1,"Dfb"
"Class","opitutae","pauc37f",1,"Dfb"
"Class","flavobacteriia","leptospirae",1,"Dfc"
"Class","12","da052",1,"Dfc"
"Class","pauc37f","pauc37f",1,"Dfc"
"Class","acidobacteriia","opitutae",1,"Dwb"
"Class","fimbriimonadia","thermoleophilia",1,"Dwb"
"Class","12","8",1,"Dwb"
"Class","12","bacilli",1,"Dwb"
"Class","bacilli","leptospirae",1,"Dwb"
"Class","ellin6529","methylacidiphilae",1,"Dwb"
"Class","8","cytophagia",1,"Dwb"
"Class","flavobacteriia","thermoleophilia",1,"Dwc"
"Class","rb25","sphingobacteriia",1,"Dwc"
"Class","acidobacteriia","clostridia",1,"Dwc"
"Class","clostridia","nitrospira",1,"Dwc"
"Class","actinobacteria","rb25",1,"EF"
"Class","gemmatimonadetes","tk10",1,"EF"
"Class","opitutae","verrucomicrobiae",1,"EF"
"Class","unassigned","verrucomicrobiae",1,"EF"
"Class","c6","leptospirae",1,"EF"
"Class","c6","planctomycetia",1,"ET"
"Class","1","acidimicrobiia",1,"ET"
"Class","leptospirae","spartobacteria",1,"ET"
"Class","c6","sva0725",1,"ET"
"Class","clostridia","solibacteres",1,"ET"
"Class","da052","phycisphaerae",1,"ET"
"Class","c6","elusimicrobia",1,"ET"
"Class","acidimicrobiia","acidimicrobiia",1,"ET"
"Order","15","iii1",19,"Af, Am, Aw, BSh, BSk, BWh, BWk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","actinomycetales","unassigned",18,"Af, Am, Aw, BSh, BSk, BWh, BWk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","actinomycetales","rhizobiales",18,"Af, Am, Aw, BSh, BSk, BWk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","rhizobiales","unassigned",17,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","unassigned","unassigned",17,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","saprospirales","unassigned",17,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","rb41","rhizobiales",17,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","rhizobiales","solibacterales",17,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","18","ds",17,"Af, Am, Aw, BSh, BSk, BWh, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","ellin329","unassigned",17,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","rb41","rb41",17,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","burkholderiales","unassigned",17,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","rhizobiales","rhizobiales",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","unassigned","xanthomonadales",16,"Af, Am, Aw, BSh, BSk, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","gaiellales","unassigned",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","myxococcales","unassigned",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","rb41","unassigned",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","solibacterales","unassigned",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","rhizobiales","saprospirales",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","44","is",16,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","rb41","saprospirales",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","107","mvs",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","acidobacteriales","rhizobiales",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","ccu21","unassigned",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","rhodospirillales","unassigned",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","syntrophobacterales","unassigned",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","myxococcales","rhizobiales",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","rhizobiales","xanthomonadales",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","nitrospirales","unassigned",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","11","24",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","pedosphaerales","rhizobiales",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwc, EF, ET"
"Order","actinomycetales","sphingomonadales",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfc, Dwb, Dwc, EF, ET"
"Order","rhizobiales","syntrophobacterales",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, EF, ET"
"Order","opitutales","unassigned",16,"Af, Am, Aw, BSk, BWk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","84","i",15,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","20","32",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","acidobacteriales","solibacterales",15,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","rhodobacterales","unassigned",15,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","myxococcales","myxococcales",15,"Af, Am, Aw, BSh, BSk, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, EF, ET"
"Order","saprospirales","solibacterales",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","acidobacteriales","pedosphaerales",15,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","actinomycetales","solirubrobacterales",15,"Af, Am, Aw, BSh, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","myxococcales","saprospirales",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","acidobacteriales","acidobacteriales",15,"Af, Am, Aw, BSh, BWh, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","pedosphaerales","unassigned",15,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","actinomycetales","actinomycetales",15,"Af, Am, Aw, BSh, BSk, BWh, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwc"
"Order","actinomycetales","rb41",15,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dwb, Dwc, ET"
"Order","mnd1","unassigned",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","myxococcales","rhodospirillales",15,"Af, Am, BSh, BSk, BWh, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","rhizobiales","sphingobacteriales",15,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, EF, ET"
"Order","solibacterales","solibacterales",15,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","sphingobacteriales","unassigned",15,"Af, Am, Aw, BSh, BSk, BWh, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Order","ellin329","saprospirales",15,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","gaiellales","rhizobiales",15,"Af, Aw, BSh, BSk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwc, EF, ET"
"Order","chthoniobacterales","unassigned",15,"Af, Aw, BSh, BSk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","myxococcales","xanthomonadales",15,"Af, Am, Aw, BSk, BWh, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","acidobacteriales","unassigned",14,"Af, Am, Aw, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","solirubrobacterales","unassigned",14,"Af, Am, Aw, BSh, BSk, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","rhizobiales","solirubrobacterales",14,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwc, EF, ET"
"Order","pirellulales","unassigned",14,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfb, Dfc, Dwb, Dwc, ET"
"Order","87","kd8",14,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","saprospirales","saprospirales",14,"Af, Am, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","burkholderiales","rhizobiales",14,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","myxococcales","rb41",14,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfc, Dwb, Dwc, ET"
"Order","chthoniobacterales","chthoniobacterales",14,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","rb41","solibacterales",14,"Af, Am, Aw, BSk, BWh, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF"
"Order","1","sediment",14,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, EF"
"Order","rhodospirillales","solibacterales",14,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","chthoniobacterales","rhizobiales",14,"Af, Am, Aw, BSh, Cfa, Cfb, Csa, Csb, Cwb, Dfb, Dfc, Dwb, Dwc, ET"
"Order","burkholderiales","saprospirales",14,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, EF, ET"
"Order","ellin329","rhizobiales",14,"Af, Am, Aw, BSh, BSk, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","nitrospirales","rb41",14,"Af, Am, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","pseudomonadales","rhizobiales",14,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","sphingomonadales","unassigned",14,"Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","gemmatales","unassigned",13,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, Dwc, ET"
"Order","nitrospirales","rhizobiales",13,"Af, Am, Aw, BSk, Cfa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","rb41","xanthomonadales",13,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwc, EF"
"Order","ccu21","rhizobiales",13,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","actinomycetales","saprospirales",13,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","pedosphaerales","solibacterales",13,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwc, EF"
"Order","solibacterales","xanthomonadales",13,"Af, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwc, EF, ET"
"Order","15","actinomycetales",13,"Af, Am, Aw, BSk, BWh, Cfa, Csa, Csb, Cwb, Dfa, Dfb, Dwb, EF"
"Order","n1423wl","saprospirales",13,"Af, Am, Aw, BSk, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwc, EF, ET"
"Order","15","15",13,"Af, Am, Aw, BSk, Cfb, Csa, Csb, Dfa, Dfc, Dwb, Dwc, EF, ET"
"Order","actinomycetales","myxococcales",13,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, EF, ET"
"Order","actinomycetales","solibacterales",13,"Af, Am, Aw, BSh, BSk, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, EF, ET"
"Order","57","bq2",13,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","opitutales","sphingobacteriales",13,"Af, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, ET"
"Order","bacillales","unassigned",13,"Af, Am, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfb, Dfc, Dwb, Dwc, ET"
"Order","rb41","syntrophobacterales",13,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfc, Dwb, Dwc"
"Order","opitutales","saprospirales",13,"Af, Am, BSh, BSk, Cfa, Cfb, Csa, Dfa, Dfb, Dfc, Dwb, EF, ET"
"Order","ellin329","ellin329",13,"Af, Aw, BSh, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","gaiellales","myxococcales",13,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwc, ET"
"Order","ellin329","rhodospirillales",13,"Af, Am, Aw, BSh, BSk, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Order","saprospirales","syntrophobacterales",13,"Am, Aw, BSk, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","acidobacteriales","saprospirales",13,"Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","rhizobiales","sphingomonadales",13,"Am, Aw, BSh, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwc, EF, ET"
"Order","rb41","sphingobacteriales",13,"Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfb, Dfc, Dwb, Dwc, ET"
"Order","saprospirales","sphingobacteriales",13,"Am, Aw, BSh, BSk, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","htcc2188","unassigned",12,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","saprospirales","xanthomonadales",12,"Af, Am, Aw, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","pedosphaerales","saprospirales",12,"Af, Am, Aw, BSk, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwc, ET"
"Order","burkholderiales","myxococcales",12,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfc, Dwc, EF, ET"
"Order","actinomycetales","gaiellales",12,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Dfa, Dfc, Dwb, Dwc, EF"
"Order","rhodospirillales","saprospirales",12,"Af, BSk, Cfa, Cfb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","rhizobiales","rhodospirillales",12,"Af, Am, Aw, BSk, Cfa, Csb, Cwb, Dfa, Dfc, Dwc, EF, ET"
"Order","gemmatales","rhizobiales",12,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfc, Dwb, Dwc"
"Order","saprospirales","sphingomonadales",12,"Af, Aw, BSk, Cfa, Csa, Cwb, Dfa, Dfb, Dwb, Dwc, EF, ET"
"Order","n1423wl","unassigned",12,"Af, Aw, BSh, BSk, Cfa, Cfb, Dfa, Dfb, Dfc, Dwc, EF, ET"
"Order","xanthomonadales","xanthomonadales",12,"Af, Am, Aw, BSh, Cfa, Cfb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Order","actinomycetales","gemmatales",12,"Af, Am, Aw, BSh, BSk, Cfa, Csb, Dfa, Dfb, Dfc, Dwc, EF"
"Order","actinomycetales","xanthomonadales",12,"Af, Aw, BSh, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, ET"
"Order","gaiellales","saprospirales",12,"Af, Am, Aw, Cfa, Cfb, Csb, Cwb, Dfb, Dfc, Dwb, EF, ET"
"Order","acidobacteriales","rhodospirillales",12,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwc, ET"
"Order","opitutales","rhizobiales",12,"Af, Am, Aw, BSh, BSk, Cfb, Csa, Dfa, Dfc, Dwb, Dwc, EF"
"Order","bacillales","bacillales",12,"Af, Aw, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","solirubrobacterales","solirubrobacterales",12,"Af, Am, Aw, BSk, Cfb, Csb, Cwb, Dfa, Dfc, Dwb, Dwc, ET"
"Order","myxococcales","sphingobacteriales",12,"Af, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Order","pedosphaerales","rb41",12,"Af, Aw, BSh, BSk, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","cytophagales","saprospirales",12,"Af, Am, Aw, BSk, Cfb, Csb, Cwb, Dfa, Dfb, Dwb, Dwc, ET"
"Order","myxococcales","solibacterales",12,"Am, Aw, BSh, Cfa, Cfb, Csa, Csb, Cwb, Dfc, Dwc, EF, ET"
"Order","ellin329","solibacterales",12,"Am, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","gaiellales","rb41",12,"Am, Aw, BSh, BSk, Cfb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF"
"Order","ellin329","myxococcales",12,"Am, Aw, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","pedosphaerales","sphingobacteriales",12,"Am, Aw, BSh, BSk, Cfa, Cfb, Csa, Cwb, Dfb, Dfc, Dwb, Dwc"
"Order","n1423wl","rb41",11,"Af, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfc, Dwc, EF, ET"
"Order","acidobacteriales","myxococcales",11,"Af, Am, Aw, BSh, Cfa, Cfb, Dfb, Dfc, Dwb, Dwc, ET"
"Order","mnd1","myxococcales",11,"Af, Am, Aw, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwc, EF"
"Order","rb41","sphingomonadales",11,"Af, Am, Aw, BSh, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb"
"Order","acidobacteriales","ellin329",11,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dwc, EF"
"Order","cytophagales","unassigned",11,"Af, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwc, ET"
"Order","actinomycetales","sphingobacteriales",11,"Af, Aw, BSk, BWh, Cfb, Csa, Csb, Dfb, Dfc, EF, ET"
"Order","acidobacteriales","sphingobacteriales",11,"Af, Am, Aw, BSh, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb"
"Order","chthoniobacterales","myxococcales",11,"Af, Aw, BSh, Cfa, Cfb, Csb, Cwb, Dfa, Dwc, EF, ET"
"Order","actinomycetales","rhodospirillales",11,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Dfa, Dwc, EF"
"Order","actinomycetales","bacillales",11,"Af, Aw, BSh, BSk, Cfa, Cfb, Csb, Dfc, Dwb, Dwc, ET"
"Order","rb41","solirubrobacterales",11,"Af, Am, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, EF, ET"
"Order","myxococcales","pedosphaerales",11,"Af, Am, Aw, BSk, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, ET"
