ClimateZone,level,from,to,x,n,n1,n2,pvalue,p.adj
Af,Order,84,agg27,1,4188,4,49433,0.038343173,0.111565254
Af,Order,84,bacillales,1,4188,3,49434,0.020309527,0.077293171
Af,Order,84,burkholderiales,1,4188,15,49422,0.366949957,0.475277547
Af,Order,84,ccu21,1,4188,11,49426,0.237794634,0.350669785
Af,Order,84,ellin5290,1,4188,2,49435,0.007174873,0.043520458
Af,Order,84,ellin6513,1,4188,5,49432,0.060351909,0.146005622
Af,Order,84,gaiellales,3,4188,20,49417,0.083474468,0.178278326
Af,Order,84,gemmatales,4,4188,16,49421,0.008586832,0.048323351
Af,Order,84,gemmatimonadales,1,4188,5,49432,0.060351909,0.146005622
Af,Order,84,h39,1,4188,3,49434,0.020309527,0.077293171
Af,Order,84,htcc2188,2,4188,14,49423,0.109370731,0.210685415
Af,Order,84,i,44,4188,449,48988,0.136376677,0.241346749
Af,Order,87,actinomycetales,1,4188,4,49433,0.038343173,0.111565254
Af,Order,87,bacillales,1,4188,1,49436,0,0
Af,Order,87,kd8,8,4188,127,49310,0.757772431,0.812534202
Af,Order,a21b,acidimicrobiales,1,4188,5,49432,0.060351909,0.146005622
Af,Order,a21b,actinomycetales,1,4188,10,49427,0.205438623,0.316587306
Af,Order,a21b,chthoniobacterales,1,4188,1,49436,0,0
Af,Order,a21b,ellin5290,1,4188,2,49435,0.007174873,0.043520458
Af,Order,a21b,fac88,1,4188,4,49433,0.038343173,0.111565254
Af,Order,a21b,h39,1,4188,3,49434,0.020309527,0.077293171
Af,Order,a21b,myxococcales,1,4188,12,49425,0.270371911,0.3831826
Af,Order,a21b,n1423wl,2,4188,4,49433,0.002275881,0.025237059
Af,Order,a21b,pedosphaerales,1,4188,8,49429,0.142727372,0.249330763
Af,Order,a21b,pirellulales,1,4188,5,49432,0.060351909,0.146005622
Af,Order,a21b,planctomycetales,1,4188,4,49433,0.038343173,0.111565254
Af,Order,a21b,rb41,1,4188,2,49435,0.007174873,0.043520458
Af,Order,a21b,rhizobiales,1,4188,4,49433,0.038343173,0.111565254
Af,Order,a21b,solibacterales,1,4188,4,49433,0.038343173,0.111565254
Af,Order,a21b,unassigned,1,4188,23,49414,0.591570064,0.672377922
Af,Order,a21b,wd2101,1,4188,4,49433,0.038343173,0.111565254
Af,Order,acidimicrobiales,acidimicrobiales,1,4188,79,49358,0.992399535,0.997144793
Af,Order,acidimicrobiales,acidobacteriales,3,4188,38,49399,0.403815775,0.507480581
Af,Order,acidimicrobiales,actinomycetales,16,4188,215,49222,0.652535164,0.724389532
Af,Order,acidimicrobiales,agg27,3,4188,12,49425,0.014621563,0.065793649
Af,Order,acidimicrobiales,akyg885,4,4188,31,49406,0.117286799,0.21872614
Af,Order,acidimicrobiales,burkholderiales,1,4188,20,49417,0.514585802,0.60552982
Af,Order,acidimicrobiales,caulobacterales,3,4188,31,49406,0.265803595,0.378726867
Af,Order,acidimicrobiales,ccu21,2,4188,24,49413,0.332519366,0.442409158
Af,Order,acidimicrobiales,chthoniobacterales,2,4188,34,49403,0.558616576,0.64486565
Af,Order,acidimicrobiales,cytophagales,1,4188,21,49416,0.541292469,0.629204774
Af,Order,acidimicrobiales,desulfuromonadales,1,4188,8,49429,0.142727372,0.249330763
Af,Order,acidimicrobiales,ellin5290,2,4188,13,49424,0.091462844,0.187484767
Af,Order,acidimicrobiales,fac88,2,4188,25,49412,0.356459762,0.464928757
Af,Order,acidimicrobiales,flavobacteriales,1,4188,11,49426,0.237794634,0.350669785
Af,Order,acidimicrobiales,gaiellales,6,4188,92,49345,0.671232657,0.740028722
Af,Order,acidimicrobiales,gemmatales,7,4188,64,49373,0.172166073,0.282696759
Af,Order,acidimicrobiales,gemmatimonadales,2,4188,23,49414,0.308543372,0.419092864
Af,Order,acidimicrobiales,h39,1,4188,11,49426,0.237794634,0.350669785
Af,Order,acidimicrobiales,iib,3,4188,12,49425,0.014621563,0.065793649
Af,Order,acidimicrobiales,mariprofundales,1,4188,6,49431,0.085533149,0.180692754
Af,Order,acidimicrobiales,mnd1,1,4188,15,49422,0.366949957,0.475277547
Af,Order,acidimicrobiales,myxococcales,13,4188,145,49292,0.345017804,0.454547437
Af,Order,acidimicrobiales,n1423wl,2,4188,22,49415,0.284626681,0.396289731
Af,Order,acidimicrobiales,nitrospirales,6,4188,29,49408,0.009190971,0.05098158
Af,Order,acidimicrobiales,opitutales,1,4188,25,49412,0.637612334,0.711155106
Af,Order,acidimicrobiales,pedosphaerales,4,4188,45,49392,0.33270121,0.442552105
Af,Order,acidimicrobiales,pirellulales,9,4188,63,49374,0.038285316,0.111565254
Af,Order,acidimicrobiales,planctomycetales,7,4188,27,49410,0.001345918,0.017224388
Af,Order,acidimicrobiales,pseudomonadales,1,4188,10,49427,0.205438623,0.316587306
Af,Order,acidimicrobiales,rb41,5,4188,76,49361,0.631515058,0.706432881
Af,Order,acidimicrobiales,rhizobiales,14,4188,159,49278,0.370830499,0.479358187
Af,Order,acidimicrobiales,rhodobacterales,2,4188,8,49429,0.024584718,0.086883782
Af,Order,acidimicrobiales,rhodospirillales,4,4188,69,49368,0.705385076,0.768695312
Af,Order,acidimicrobiales,saprospirales,4,4188,74,49363,0.761723935,0.815596337
Af,Order,acidimicrobiales,solibacterales,4,4188,59,49378,0.567066738,0.651168442
Af,Order,acidimicrobiales,solirubrobacterales,9,4188,95,49342,0.283737721,0.395812566
Af,Order,acidimicrobiales,sphingobacteriales,4,4188,37,49400,0.200761839,0.312207874
Af,Order,acidimicrobiales,sphingomonadales,2,4188,31,49406,0.495065467,0.588275175
Af,Order,acidimicrobiales,stramenopiles,1,4188,2,49435,0.007174873,0.043520458
Af,Order,acidimicrobiales,sva0725,1,4188,8,49429,0.142727372,0.249330763
Af,Order,acidimicrobiales,syntrophobacterales,1,4188,26,49411,0.659056865,0.729854971
Af,Order,acidimicrobiales,unassigned,53,4188,375,49062,9.11E-05,0.00181623
Af,Order,acidimicrobiales,verrucomicrobiales,5,4188,31,49406,0.043087186,0.12029663
Af,Order,acidimicrobiales,wd2101,6,4188,45,49392,0.082741391,0.176929502
Af,Order,acidimicrobiales,xanthomonadales,4,4188,50,49387,0.419071064,0.521043122
Af,Order,acidobacteriales,acidobacteriales,4,4188,76,49361,0.78184336,0.832768099
Af,Order,acidobacteriales,actinomycetales,6,4188,93,49344,0.682274161,0.74957793
Af,Order,acidobacteriales,bacillales,3,4188,10,49427,0.007115763,0.043520458
Af,Order,acidobacteriales,caulobacterales,4,4188,13,49424,0.003135989,0.030550809
Af,Order,acidobacteriales,chthoniobacterales,1,4188,59,49378,0.965229171,0.978283263
Af,Order,acidobacteriales,clostridiales,3,4188,9,49428,0.004574394,0.035405442
Af,Order,acidobacteriales,cytophagales,2,4188,13,49424,0.091462844,0.187484767
Af,Order,acidobacteriales,dh61,1,4188,2,49435,0.007174873,0.043520458
Af,Order,acidobacteriales,ellin329,7,4188,32,49405,0.004356467,0.034907386
Af,Order,acidobacteriales,ellin6513,2,4188,26,49411,0.380277957,0.485859805
Af,Order,acidobacteriales,fac88,5,4188,39,49398,0.108281773,0.209422829
Af,Order,acidobacteriales,fimbriimonadales,1,4188,5,49432,0.060351909,0.146005622
Af,Order,acidobacteriales,gaiellales,4,4188,39,49398,0.232171131,0.345091286
Af,Order,acidobacteriales,gemmatales,8,4188,62,49375,0.076529007,0.168639081
Af,Order,acidobacteriales,leptospirales,1,4188,3,49434,0.020309527,0.077293171
Af,Order,acidobacteriales,mnd1,2,4188,11,49426,0.059836577,0.146005622
Af,Order,acidobacteriales,myxococcales,13,4188,101,49336,0.045660409,0.12306612
Af,Order,acidobacteriales,nitrospirales,1,4188,27,49410,0.679469771,0.747267391
Af,Order,acidobacteriales,opitutales,2,4188,17,49420,0.169818805,0.280684898
Af,Order,acidobacteriales,pedosphaerales,7,4188,80,49357,0.366478354,0.475091328
Af,Order,acidobacteriales,pirellulales,1,4188,20,49417,0.514585802,0.60552982
Af,Order,acidobacteriales,planctomycetales,1,4188,28,49409,0.698871899,0.763653273
Af,Order,acidobacteriales,pseudomonadales,2,4188,6,49431,0.009989428,0.053433332
Af,Order,acidobacteriales,rb41,2,4188,45,49392,0.746001329,0.803051654
Af,Order,acidobacteriales,rhizobiales,11,4188,110,49327,0.220827164,0.332653616
Af,Order,acidobacteriales,rhodobacterales,1,4188,8,49429,0.142727372,0.249330763
Af,Order,acidobacteriales,rhodospirillales,11,4188,89,49348,0.072310917,0.162722795
Af,Order,acidobacteriales,saprospirales,1,4188,75,49362,0.989647721,0.995287694
Af,Order,acidobacteriales,solibacterales,9,4188,146,49291,0.800474952,0.84783659
Af,Order,acidobacteriales,solirubrobacterales,5,4188,47,49390,0.204640911,0.316557229
Af,Order,acidobacteriales,sphingobacteriales,2,4188,22,49415,0.284626681,0.396289731
Af,Order,acidobacteriales,sphingomonadales,1,4188,12,49425,0.270371911,0.3831826
Af,Order,acidobacteriales,syntrophobacterales,4,4188,22,49415,0.033870364,0.104176652
Af,Order,acidobacteriales,thiotrichales,1,4188,2,49435,0.007174873,0.043520458
Af,Order,acidobacteriales,unassigned,27,4188,222,49215,0.022330757,0.082077511
Af,Order,acidobacteriales,verrucomicrobiales,1,4188,5,49432,0.060351909,0.146005622
Af,Order,acidobacteriales,wd2101,3,4188,49,49388,0.605160557,0.683042372
Af,Order,acidobacteriales,xanthomonadales,7,4188,38,49399,0.012869111,0.062274051
Af,Order,actinomycetales,actinomycetales,17,4188,278,49159,0.908627416,0.934050652
Af,Order,actinomycetales,akyg885,5,4188,52,49385,0.276223176,0.387270864
Af,Order,actinomycetales,b07_wmsp1,2,4188,15,49422,0.128494145,0.233200477
Af,Order,actinomycetales,b97,2,4188,7,49430,0.01638675,0.069768608
Af,Order,actinomycetales,bacillales,6,4188,65,49372,0.311285464,0.422121651
Af,Order,actinomycetales,burkholderiales,8,4188,88,49349,0.328285942,0.438511054
Af,Order,actinomycetales,caulobacterales,4,4188,58,49379,0.551516183,0.638123795
Af,Order,actinomycetales,ccu21,1,4188,40,49397,0.863781914,0.897974852
Af,Order,actinomycetales,chthoniobacterales,1,4188,52,49385,0.941833585,0.960176613
Af,Order,actinomycetales,chthonomonadales,1,4188,4,49433,0.038343173,0.111565254
Af,Order,actinomycetales,cytophagales,1,4188,32,49405,0.766908918,0.820186811
Af,Order,actinomycetales,ellin329,1,4188,20,49417,0.514585802,0.60552982
Af,Order,actinomycetales,ellin5290,4,4188,18,49419,0.014610793,0.065793649
Af,Order,actinomycetales,ellin6067,1,4188,9,49428,0.173623799,0.283391993
Af,Order,actinomycetales,ellin6513,2,4188,14,49423,0.109370731,0.210685415
Af,Order,actinomycetales,fac88,2,4188,44,49393,0.732029098,0.791506036
Af,Order,actinomycetales,fimbriimonadales,4,4188,15,49422,0.006340261,0.04101942
Af,Order,actinomycetales,flavobacteriales,1,4188,10,49427,0.205438623,0.316587306
Af,Order,actinomycetales,gaiellales,16,4188,152,49285,0.14564116,0.252781904
Af,Order,actinomycetales,gemmatales,12,4188,143,49294,0.437601201,0.537593267
Af,Order,actinomycetales,gemmatimonadales,4,4188,61,49376,0.597308179,0.676608648
Af,Order,actinomycetales,mnd1,4,4188,21,49416,0.028076202,0.093277353
Af,Order,actinomycetales,myxococcales,15,4188,259,49178,0.93073756,0.951799582
Af,Order,actinomycetales,n1423wl,4,4188,21,49416,0.028076202,0.093277353
Af,Order,actinomycetales,nitrospirales,9,4188,61,49376,0.031446874,0.099739605
Af,Order,actinomycetales,opitutales,6,4188,48,49389,0.108233078,0.209357554
Af,Order,actinomycetales,pedosphaerales,6,4188,85,49352,0.587612162,0.668853569
Af,Order,actinomycetales,pirellulales,5,4188,68,49369,0.520832343,0.610913225
Af,Order,actinomycetales,planctomycetales,1,4188,26,49411,0.659056865,0.729854971
Af,Order,actinomycetales,rb41,20,4188,152,49285,0.017850694,0.072337393
Af,Order,actinomycetales,rhizobiales,22,4188,261,49176,0.453345582,0.55175798
Af,Order,actinomycetales,rhodobacterales,2,4188,10,49427,0.046364501,0.124325968
Af,Order,actinomycetales,rhodospirillales,13,4188,117,49320,0.119124706,0.221612768
Af,Order,actinomycetales,saprospirales,8,4188,101,49336,0.488025893,0.58190099
Af,Order,actinomycetales,solibacterales,12,4188,114,49323,0.16760163,0.277730215
Af,Order,actinomycetales,solirubrobacterales,18,4188,187,49250,0.236316361,0.349485104
Af,Order,actinomycetales,sphingobacteriales,4,4188,69,49368,0.705385076,0.768695312
Af,Order,actinomycetales,sphingomonadales,11,4188,102,49335,0.15394034,0.261136254
Af,Order,actinomycetales,stramenopiles,1,4188,19,49418,0.486866425,0.580881057
Af,Order,actinomycetales,streptophyta,1,4188,17,49420,0.428571252,0.529767464
Af,Order,actinomycetales,syntrophobacterales,6,4188,46,49391,0.090815538,0.186417144
Af,Order,actinomycetales,unassigned,46,4188,461,48976,0.10741656,0.208485509
Af,Order,actinomycetales,verrucomicrobiales,8,4188,52,49385,0.02933067,0.095645568
Af,Order,actinomycetales,wd2101,9,4188,109,49328,0.444695683,0.544335803
Af,Order,actinomycetales,xanthomonadales,9,4188,102,49335,0.363104811,0.471421679
Af,Order,agg27,b97,1,4188,1,49436,0,0
Af,Order,agg27,burkholderiales,1,4188,7,49430,0.113191709,0.213770858
Af,Order,agg27,gaiellales,2,4188,5,49432,0.005330069,0.037322029
Af,Order,agg27,gemmatales,3,4188,23,49414,0.125182075,0.229009143
Af,Order,agg27,ld1,1,4188,2,49435,0.007174873,0.043520458
Af,Order,agg27,mnd1,1,4188,3,49434,0.020309527,0.077293171
Af,Order,agg27,myxococcales,3,4188,37,49400,0.384075997,0.48987527
Af,Order,agg27,pedosphaerales,4,4188,16,49421,0.008586832,0.048323351
Af,Order,agg27,pirellulales,1,4188,25,49412,0.637612334,0.711155106
Af,Order,agg27,planctomycetales,1,4188,9,49428,0.173623799,0.283391993
Af,Order,agg27,rb41,2,4188,10,49427,0.046364501,0.124325968
Af,Order,agg27,rhizobiales,2,4188,12,49425,0.074908248,0.166446491
Af,Order,agg27,rhodospirillales,1,4188,8,49429,0.142727372,0.249330763
Af,Order,agg27,roseiflexales,1,4188,1,49436,0,0
Af,Order,agg27,saprospirales,2,4188,7,49430,0.01638675,0.069768608
Af,Order,agg27,sbr1031,1,4188,1,49436,0,0
Af,Order,agg27,solibacterales,1,4188,9,49428,0.173623799,0.283391993
Af,Order,agg27,sphingobacteriales,1,4188,14,49423,0.335155849,0.444744044
Af,Order,agg27,unassigned,11,4188,104,49333,0.169582722,0.280427033
Af,Order,agg27,verrucomicrobiales,4,4188,7,49430,7.90E-05,0.001592275
Af,Order,agg27,xanthomonadales,1,4188,12,49425,0.270371911,0.3831826
Af,Order,akyg885,akyg885,1,4188,9,49428,0.173623799,0.283391993
Af,Order,akyg885,bacillales,1,4188,4,49433,0.038343173,0.111565254
Af,Order,akyg885,bdellovibrionales,1,4188,2,49435,0.007174873,0.043520458
Af,Order,akyg885,burkholderiales,1,4188,7,49430,0.113191709,0.213770858
Af,Order,akyg885,cytophagales,3,4188,10,49427,0.007115763,0.043520458
Af,Order,akyg885,ellin329,1,4188,1,49436,0,0
Af,Order,akyg885,ellin5290,3,4188,8,49429,0.00272347,0.028345534
Af,Order,akyg885,ellin6067,1,4188,2,49435,0.007174873,0.043520458
Af,Order,akyg885,gemmatales,4,4188,38,49399,0.21628788,0.327164221
Af,Order,akyg885,mnd1,2,4188,11,49426,0.059836577,0.146005622
Af,Order,akyg885,myxococcales,3,4188,58,49379,0.735041727,0.794004324
Af,Order,akyg885,n1423wl,2,4188,6,49431,0.009989428,0.053433332
Af,Order,akyg885,nitrospirales,2,4188,15,49422,0.128494145,0.233200477
Af,Order,akyg885,opitutales,1,4188,14,49423,0.335155849,0.444744044
Af,Order,akyg885,pedosphaerales,6,4188,33,49404,0.018700543,0.074902661
Af,Order,akyg885,pirellulales,4,4188,22,49415,0.033870364,0.104176652
Af,Order,akyg885,planctomycetales,1,4188,9,49428,0.173623799,0.283391993
Af,Order,akyg885,rb41,2,4188,24,49413,0.332519366,0.442409158
Af,Order,akyg885,rhizobiales,2,4188,30,49407,0.472878834,0.569022469
Af,Order,akyg885,rhodobacterales,1,4188,4,49433,0.038343173,0.111565254
Af,Order,akyg885,rhodospirillales,2,4188,20,49417,0.237392025,0.350669785
Af,Order,akyg885,solirubrobacterales,3,4188,24,49413,0.140711419,0.247010518
Af,Order,akyg885,sphingobacteriales,4,4188,18,49419,0.014610793,0.065793649
Af,Order,akyg885,syntrophobacterales,1,4188,8,49429,0.142727372,0.249330763
Af,Order,akyg885,unassigned,12,4188,150,49287,0.507984069,0.599894528
Af,Order,akyg885,wd2101,3,4188,20,49417,0.083474468,0.178278326
Af,Order,akyg885,xanthomonadales,3,4188,14,49423,0.02580059,0.08887152
Af,Order,b07_wmsp1,chthoniobacterales,1,4188,3,49434,0.020309527,0.077293171
Af,Order,b07_wmsp1,gemmatales,1,4188,10,49427,0.205438623,0.316587306
Af,Order,b07_wmsp1,myxococcales,1,4188,13,49424,0.302900832,0.413446355
Af,Order,b07_wmsp1,nitrospirales,2,4188,3,49434,0.000607546,0.009529344
Af,Order,b07_wmsp1,rhizobiales,3,4188,17,49420,0.050095389,0.131757863
Af,Order,b07_wmsp1,rhodospirillales,3,4188,11,49426,0.010438967,0.054002763
Af,Order,b97,gemmatales,1,4188,17,49420,0.428571252,0.529767464
Af,Order,b97,nitrospirales,1,4188,9,49428,0.173623799,0.283391993
Af,Order,b97,pirellulales,2,4188,16,49421,0.148691143,0.255451567
Af,Order,b97,rb41,1,4188,5,49432,0.060351909,0.146005622
Af,Order,b97,solirubrobacterales,1,4188,1,49436,0,0
Af,Order,b97,unassigned,1,4188,23,49414,0.591570064,0.672377922
Af,Order,bacillales,bacillales,1,4188,21,49416,0.541292469,0.629204774
Af,Order,bacillales,ccm11a,1,4188,1,49436,0,0
Af,Order,bacillales,cytophagales,3,4188,12,49425,0.014621563,0.065793649
Af,Order,bacillales,desulfuromonadales,1,4188,4,49433,0.038343173,0.111565254
Af,Order,bacillales,fac88,2,4188,8,49429,0.024584718,0.086883782
Af,Order,bacillales,gemmatales,1,4188,21,49416,0.541292469,0.629204774
Af,Order,bacillales,gemmatimonadales,1,4188,5,49432,0.060351909,0.146005622
Af,Order,bacillales,mnd1,1,4188,6,49431,0.085533149,0.180692754
Af,Order,bacillales,myxococcales,2,4188,32,49405,0.516773254,0.607593497
Af,Order,bacillales,n1423wl,1,4188,6,49431,0.085533149,0.180692754
Af,Order,bacillales,nitrospirales,3,4188,19,49418,0.07136996,0.161739838
Af,Order,bacillales,opitutales,3,4188,14,49423,0.02580059,0.08887152
Af,Order,bacillales,rb41,1,4188,28,49409,0.698871899,0.763653273
Af,Order,bacillales,rhizobiales,2,4188,24,49413,0.332519366,0.442409158
Af,Order,bacillales,roseiflexales,1,4188,5,49432,0.060351909,0.146005622
Af,Order,bacillales,saprospirales,2,4188,18,49419,0.191735797,0.302366992
Af,Order,bacillales,solibacterales,3,4188,26,49411,0.173853598,0.283538723
Af,Order,bacillales,solirubrobacterales,1,4188,20,49417,0.514585802,0.60552982
Af,Order,bacillales,sphingobacteriales,1,4188,15,49422,0.366949957,0.475277547
Af,Order,bacillales,sphingomonadales,2,4188,14,49423,0.109370731,0.210685415
Af,Order,bacillales,streptophyta,1,4188,3,49434,0.020309527,0.077293171
Af,Order,bacillales,syntrophobacterales,1,4188,11,49426,0.237794634,0.350669785
Af,Order,bacillales,unassigned,9,4188,86,49351,0.190908944,0.301345735
Af,Order,bacillales,wd2101,1,4188,12,49425,0.270371911,0.3831826
Af,Order,bdellovibrionales,desulfuromonadales,1,4188,2,49435,0.007174873,0.043520458
Af,Order,bdellovibrionales,fac88,1,4188,11,49426,0.237794634,0.350669785
Af,Order,bdellovibrionales,fimbriimonadales,2,4188,2,49435,0,0
Af,Order,bdellovibrionales,gaiellales,1,4188,2,49435,0.007174873,0.043520458
Af,Order,bdellovibrionales,iib,1,4188,2,49435,0.007174873,0.043520458
Af,Order,bdellovibrionales,myxococcales,2,4188,17,49420,0.169818805,0.280684898
Af,Order,bdellovibrionales,pedosphaerales,1,4188,12,49425,0.270371911,0.3831826
Af,Order,bdellovibrionales,planctomycetales,1,4188,10,49427,0.205438623,0.316587306
Af,Order,bdellovibrionales,rhizobiales,1,4188,8,49429,0.142727372,0.249330763
Af,Order,bdellovibrionales,solibacterales,1,4188,7,49430,0.113191709,0.213770858
Af,Order,bdellovibrionales,solirubrobacterales,1,4188,2,49435,0.007174873,0.043520458
Af,Order,bdellovibrionales,sphingobacteriales,2,4188,5,49432,0.005330069,0.037322029
Af,Order,bdellovibrionales,unassigned,3,4188,52,49385,0.652421063,0.724324396
Af,Order,bdellovibrionales,xanthomonadales,1,4188,1,49436,0,0
Af,Order,burkholderiales,burkholderiales,2,4188,35,49402,0.578698346,0.66143474
Af,Order,burkholderiales,cytophagales,2,4188,23,49414,0.308543372,0.419092864
Af,Order,burkholderiales,envops12,1,4188,1,49436,0,0
Af,Order,burkholderiales,fimbriimonadales,1,4188,4,49433,0.038343173,0.111565254
Af,Order,burkholderiales,flavobacteriales,2,4188,10,49427,0.046364501,0.124325968
Af,Order,burkholderiales,gaiellales,4,4188,17,49420,0.011328726,0.057935311
Af,Order,burkholderiales,gemmatales,1,4188,20,49417,0.514585802,0.60552982
Af,Order,burkholderiales,gemmatimonadales,1,4188,20,49417,0.514585802,0.60552982
Af,Order,burkholderiales,miz46,1,4188,7,49430,0.113191709,0.213770858
Af,Order,burkholderiales,mnd1,3,4188,11,49426,0.010438967,0.054002763
Af,Order,burkholderiales,myxococcales,9,4188,100,49337,0.34003935,0.449152571
Af,Order,burkholderiales,pedosphaerales,1,4188,20,49417,0.514585802,0.60552982
Af,Order,burkholderiales,pirellulales,1,4188,16,49421,0.398129788,0.503012283
Af,Order,burkholderiales,pseudomonadales,3,4188,21,49416,0.096509354,0.193852681
Af,Order,burkholderiales,rb41,4,4188,53,49384,0.470102938,0.566200956
Af,Order,burkholderiales,rhizobiales,7,4188,65,49372,0.182775006,0.291827565
Af,Order,burkholderiales,rhodobacterales,1,4188,8,49429,0.142727372,0.249330763
Af,Order,burkholderiales,rhodospirillales,2,4188,21,49416,0.26087247,0.374161365
Af,Order,burkholderiales,roseiflexales,1,4188,5,49432,0.060351909,0.146005622
Af,Order,burkholderiales,saprospirales,4,4188,50,49387,0.419071064,0.521043122
Af,Order,burkholderiales,solibacterales,2,4188,29,49408,0.450254964,0.549363468
Af,Order,burkholderiales,sphingobacteriales,1,4188,32,49405,0.766908918,0.820186811
Af,Order,burkholderiales,sphingomonadales,2,4188,44,49393,0.732029098,0.791506036
Af,Order,burkholderiales,stramenopiles,1,4188,10,49427,0.205438623,0.316587306
Af,Order,burkholderiales,syntrophobacterales,3,4188,16,49421,0.040973821,0.115338699
Af,Order,burkholderiales,unassigned,10,4188,160,49277,0.805025493,0.851675429
Af,Order,burkholderiales,verrucomicrobiales,3,4188,25,49412,0.156956461,0.264427531
Af,Order,burkholderiales,xanthomonadales,2,4188,51,49386,0.817916525,0.862296252
Af,Order,caulobacterales,chthoniobacterales,1,4188,4,49433,0.038343173,0.111565254
Af,Order,caulobacterales,cytophagales,1,4188,7,49430,0.113191709,0.213770858
Af,Order,caulobacterales,ellin329,1,4188,9,49428,0.173623799,0.283391993
Af,Order,caulobacterales,fimbriimonadales,1,4188,5,49432,0.060351909,0.146005622
Af,Order,caulobacterales,gemmatales,1,4188,14,49423,0.335155849,0.444744044
Af,Order,caulobacterales,gemmatimonadales,3,4188,19,49418,0.07136996,0.161739838
Af,Order,caulobacterales,mnd1,1,4188,3,49434,0.020309527,0.077293171
Af,Order,caulobacterales,myxococcales,4,4188,42,49395,0.281557049,0.39320509
Af,Order,caulobacterales,planctomycetales,2,4188,7,49430,0.01638675,0.069768608
Af,Order,caulobacterales,pseudomonadales,1,4188,12,49425,0.270371911,0.3831826
Af,Order,caulobacterales,rb41,2,4188,17,49420,0.169818805,0.280684898
Af,Order,caulobacterales,rhizobiales,1,4188,51,49386,0.937457251,0.956855274
Af,Order,caulobacterales,rhodospirillales,1,4188,27,49410,0.679469771,0.747267391
Af,Order,caulobacterales,saprospirales,2,4188,21,49416,0.26087247,0.374161365
Af,Order,caulobacterales,sbr1031,1,4188,1,49436,0,0
Af,Order,caulobacterales,solibacterales,2,4188,19,49418,0.214304391,0.325440674
Af,Order,caulobacterales,solirubrobacterales,2,4188,8,49429,0.024584718,0.086883782
Af,Order,caulobacterales,sphingobacteriales,4,4188,31,49406,0.117286799,0.21872614
Af,Order,caulobacterales,sphingomonadales,3,4188,33,49404,0.304837643,0.41567151
Af,Order,caulobacterales,unassigned,5,4188,60,49377,0.399114882,0.504090192
Af,Order,caulobacterales,verrucomicrobiales,3,4188,17,49420,0.050095389,0.131757863
Af,Order,ccm11a,cytophagales,1,4188,2,49435,0.007174873,0.043520458
Af,Order,ccm11a,myxococcales,1,4188,11,49426,0.237794634,0.350669785
Af,Order,ccm11a,nitrospirales,1,4188,3,49434,0.020309527,0.077293171
Af,Order,ccm11a,rb41,1,4188,5,49432,0.060351909,0.146005622
Af,Order,ccm11a,rhizobiales,1,4188,5,49432,0.060351909,0.146005622
Af,Order,ccm11a,sphingobacteriales,1,4188,5,49432,0.060351909,0.146005622
Af,Order,ccm11a,unassigned,4,4188,35,49402,0.170941628,0.281744955
Af,Order,ccm11a,verrucomicrobiales,1,4188,1,49436,0,0
Af,Order,ccu21,cytophagales,1,4188,14,49423,0.335155849,0.444744044
Af,Order,ccu21,ellin6067,1,4188,5,49432,0.060351909,0.146005622
Af,Order,ccu21,fac88,1,4188,9,49428,0.173623799,0.283391993
Af,Order,ccu21,flavobacteriales,1,4188,4,49433,0.038343173,0.111565254
Af,Order,ccu21,gaiellales,1,4188,21,49416,0.541292469,0.629204774
Af,Order,ccu21,gemmatales,4,4188,31,49406,0.117286799,0.21872614
Af,Order,ccu21,htcc2188,1,4188,5,49432,0.060351909,0.146005622
Af,Order,ccu21,ld1,1,4188,3,49434,0.020309527,0.077293171
Af,Order,ccu21,miz46,1,4188,6,49431,0.085533149,0.180692754
Af,Order,ccu21,mnd1,2,4188,18,49419,0.191735797,0.302366992
Af,Order,ccu21,myxococcales,5,4188,39,49398,0.108281773,0.209422829
Af,Order,ccu21,opitutales,2,4188,7,49430,0.01638675,0.069768608
Af,Order,ccu21,pedosphaerales,2,4188,14,49423,0.109370731,0.210685415
Af,Order,ccu21,pirellulales,3,4188,27,49410,0.191337274,0.301897118
Af,Order,ccu21,planctomycetales,2,4188,8,49429,0.024584718,0.086883782
Af,Order,ccu21,rhizobiales,8,4188,54,49383,0.036468768,0.108593957
Af,Order,ccu21,rhodospirillales,1,4188,20,49417,0.514585802,0.60552982
Af,Order,ccu21,saprospirales,2,4188,22,49415,0.284626681,0.396289731
Af,Order,ccu21,sphingobacteriales,1,4188,9,49428,0.173623799,0.283391993
Af,Order,ccu21,syntrophobacterales,1,4188,18,49419,0.458175684,0.555707255
Af,Order,ccu21,unassigned,11,4188,149,49288,0.615452034,0.692538023
Af,Order,ccu21,xanthomonadales,1,4188,10,49427,0.205438623,0.316587306
Af,Order,chthoniobacterales,chthoniobacterales,4,4188,49,49388,0.401846959,0.506289032
Af,Order,chthoniobacterales,gaiellales,2,4188,41,49396,0.686481521,0.753185195
Af,Order,chthoniobacterales,gemmatales,2,4188,47,49390,0.772190463,0.824702004
Af,Order,chthoniobacterales,htcc2188,1,4188,4,49433,0.038343173,0.111565254
Af,Order,chthoniobacterales,myxococcales,5,4188,58,49379,0.368026373,0.476392779
Af,Order,chthoniobacterales,n1423wl,1,4188,9,49428,0.173623799,0.283391993
