"level","from","to","No. of climate zones","Climate zones"
"Family","streptomycetaceae","syntrophobacteraceae",1,"BSh"
"Family","streptomycetaceae","streptomycetaceae",1,"Cfa"
"Family","streptomycetaceae","unassigned",2,"Csa/Dfb"
"Family","streptomycetaceae","verrucomicrobiaceae",1,"Csb"
"Family","streptomycetaceae","xanthomonadaceae",1,"Dfa"
"Family","syntrophobacteraceae","verrucomicrobiaceae",2,"Cfb/Csa"
"Family","syntrophobacteraceae","syntrophobacteraceae",1,"Csb"
"Family","syntrophobacteraceae","ud5",1,"Dfc"
"Family","syntrophobacteraceae","unassigned",1,"Dfc"
"Family","syntrophobacteraceae","xanthomonadaceae",1,"Dwb"
"Family","ud5","xanthomonadaceae",1,"Dfc"
"Family","ud5","verrucomicrobiaceae",2,"Dfc/EF"
"Family","ud5","unassigned",1,"Dwc"
"Family","unassigned","verrucomicrobiaceae",1,"Aw"
"Family","unassigned","unassigned",2,"Cfb/Dwc"
"Family","unassigned","xanthomonadaceae",2,"Csb/Dfa"
"Family","verrucomicrobiaceae","xanthomonadaceae",1,"Dfb"
"Family","xanthomonadaceae","xanthomonadaceae",2,"Dfa/Dwc"
"Genus","a17","clostridium",1,"Af"
"Genus","a17","geobacter",1,"Af"
"Genus","a17","mycobacterium",1,"Af"
"Genus","a17","myxococcus",1,"Af"
"Genus","a17","niabella",1,"Af"
"Genus","a17","iamia",2,"Af/Aw"
"Genus","a17","sphingomonas",1,"Am"
"Genus","a17","turneriella",1,"Am"
"Genus","a17","gemmatimonas",2,"Am/Aw"
"Genus","a17","terracoccus",1,"Aw"
"Genus","a17","pedomicrobium",2,"Aw/Csb"
"Genus","a17","kribbella",2,"Aw/Dfc"
"Genus","a17","salinibacterium",2,"Aw/Dwc"
"Genus","a17","pirellula",2,"BSh/Dfc"
"Genus","a17","luteolibacter",2,"BSh/Dwb"
"Genus","a17","kaistobacter",1,"BSk"
"Genus","a17","bacillus",2,"BSk/Dfc"
"Genus","a17","streptomyces",2,"BSk/Dwc"
"Genus","a17","flavobacterium",2,"BSk/ET"
"Genus","a17","a17",1,"Cfb"
"Genus","a17","arthrobacter",1,"Cfb"
"Genus","a17","da101",1,"Cfb"
"Genus","a17","skermanella",1,"Cfb"
"Genus","a17","candidatus solibacter",1,"Csa"
"Genus","a17","hylemonella",1,"Csa"
"Genus","a17","pseudomonas",2,"Csa/Dwb"
"Genus","a17","caulobacter",1,"Cwb"
"Genus","a17","edaphobacter",1,"Dfa"
"Genus","a17","hyphomicrobium",2,"Dfa/ET"
"Genus","a17","nostocoida",1,"Dfb"
"Genus","a17","dactylosporangium",2,"Dfb/Dfc"
"Genus","a17","pilimelia",2,"Dfb/Dfc"
"Genus","a17","agrobacterium",1,"Dfc"
"Genus","a17","alicyclobacillus",1,"Dfc"
"Genus","a17","flavisolibacter",1,"Dfc"
"Genus","a17","gemmata",1,"Dfc"
"Genus","a17","rhodoplanes",1,"Dfc"
"Genus","a17","steroidobacter",1,"Dfc"
"Genus","a17","afifella",1,"Dwb"
"Genus","a17","bdellovibrio",1,"Dwb"
"Genus","a17","pedobacter",1,"Dwb"
"Genus","a17","phenylobacterium",1,"Dwb"
"Genus","a17","candidatus koribacter",1,"ET"
"Genus","a17","devosia",1,"ET"
"Genus","a17","nocardioides",1,"ET"
"Genus","a17","opitutus",1,"ET"
"Genus","adhaeribacter","hyphomicrobium",1,"Af"
"Genus","adhaeribacter","pilimelia",2,"Af/ET"
"Genus","adhaeribacter","unassigned",3,"Am/BWh/EF"
"Genus","adhaeribacter","rhizobium",1,"Aw"
"Genus","adhaeribacter","paucibacter",1,"BSk"
"Genus","adhaeribacter","hylemonella",2,"BSk/Cfb"
"Genus","adhaeribacter","mycobacterium",2,"BSk/Cfb"
"Genus","adhaeribacter","luteolibacter",2,"Cfa/Dfb"
"Genus","adhaeribacter","corallococcus",1,"Cfb"
"Genus","adhaeribacter","kaistobacter",1,"Cfb"
"Genus","adhaeribacter","lysobacter",1,"Cfb"
"Genus","adhaeribacter","pedobacter",1,"Cfb"
"Genus","adhaeribacter","bacillus",2,"Cfb/Dfa"
"Genus","adhaeribacter","steroidobacter",2,"Cfb/Dfa"
"Genus","adhaeribacter","streptomyces",2,"Cfb/Dfc"
"Genus","adhaeribacter","da101",1,"Csa"
"Genus","adhaeribacter","opitutus",2,"Cwb/EF"
"Genus","adhaeribacter","paenibacillus",1,"Dfc"
"Genus","adhaeribacter","pseudomonas",1,"Dfc"
"Genus","adhaeribacter","gemmata",1,"EF"
"Genus","adhaeribacter","iamia",1,"EF"
"Genus","adhaeribacter","luteimonas",1,"EF"
"Genus","adhaeribacter","rhodoplanes",1,"EF"
"Genus","adhaeribacter","candidatus solibacter",1,"ET"
"Genus","afifella","flavisolibacter",1,"Af"
"Genus","afifella","iamia",1,"Af"
"Genus","afifella","luteolibacter",1,"Af"
"Genus","afifella","mycobacterium",1,"Af"
"Genus","afifella","nocardioides",1,"Af"
"Genus","afifella","paucibacter",1,"Af"
"Genus","afifella","gemmatimonas",1,"Am"
"Genus","afifella","nitrospira",1,"Am"
"Genus","afifella","opitutus",1,"Am"
"Genus","afifella","turneriella",1,"Am"
"Genus","afifella","fimbriimonas",1,"Aw"
"Genus","afifella","pedobacter",1,"Aw"
"Genus","afifella","pseudonocardia",1,"Aw"
"Genus","afifella","candidatus solibacter",2,"Aw/Cfa"
"Genus","afifella","pirellula",1,"Cfa"
"Genus","afifella","pseudomonas",2,"Cfa/Dfb"
"Genus","afifella","unassigned",2,"Cfa/Dfc"
"Genus","afifella","chthoniobacter",1,"Cfb"
"Genus","afifella","nostocoida",1,"Cwb"
"Genus","afifella","hyphomicrobium",1,"Dfa"
"Genus","afifella","luteimonas",1,"Dfa"
"Genus","afifella","pedomicrobium",1,"Dfa"
"Genus","afifella","methylibium",1,"Dfb"
"Genus","afifella","pilimelia",1,"Dfc"
"Genus","afifella","da101",1,"Dwc"
"Genus","afifella","rhizobium",1,"Dwc"
"Genus","afifella","rhodoplanes",1,"Dwc"
"Genus","agrobacterium","rhodoplanes",1,"Af"
"Genus","agrobacterium","terracoccus",2,"Af/Csb"
"Genus","agrobacterium","rhizobium",1,"Am"
"Genus","agrobacterium","dactylosporangium",1,"Aw"
"Genus","agrobacterium","hylemonella",1,"Aw"
"Genus","agrobacterium","niabella",2,"Aw/BSk"
"Genus","agrobacterium","da101",1,"BSh"
"Genus","agrobacterium","devosia",1,"BSh"
"Genus","agrobacterium","opitutus",1,"BSh"
"Genus","agrobacterium","kaistobacter",2,"BSh/Csa"
"Genus","agrobacterium","luteimonas",2,"BSh/Dfb"
"Genus","agrobacterium","phenylobacterium",1,"BSk"
"Genus","agrobacterium","flavisolibacter",1,"Cfa"
"Genus","agrobacterium","sphingomonas",2,"Cfa/Dfa"
"Genus","agrobacterium","gemmatimonas",1,"Cfb"
"Genus","agrobacterium","kribbella",2,"Cfb/Dfc"
"Genus","agrobacterium","arthrobacter",2,"Csa/Dwc"
"Genus","agrobacterium","asticcacaulis",1,"Csb"
"Genus","agrobacterium","streptomyces",1,"Csb"
"Genus","agrobacterium","smb53",2,"Csb/Dfb"
"Genus","agrobacterium","mycobacterium",1,"Cwb"
"Genus","agrobacterium","edaphobacter",1,"Dfb"
"Genus","agrobacterium","steroidobacter",1,"Dfb"
"Genus","agrobacterium","gemmata",1,"Dfc"
"Genus","agrobacterium","skermanella",1,"Dfc"
"Genus","agrobacterium","paenibacillus",2,"Dfc/ET"
"Genus","agrobacterium","candidatus solibacter",1,"Dwb"
"Genus","agrobacterium","pilimelia",1,"Dwc"
"Genus","agrobacterium","bacillus",1,"EF"
"Genus","agrobacterium","pseudonocardia",1,"EF"
"Genus","alicyclobacillus","kaistobacter",1,"Af"
"Genus","alicyclobacillus","candidatus koribacter",1,"Am"
"Genus","alicyclobacillus","niabella",1,"Am"
"Genus","alicyclobacillus","opitutus",1,"Am"
"Genus","alicyclobacillus","gemmata",2,"Am/BSk"
"Genus","alicyclobacillus","caulobacter",1,"Aw"
"Genus","alicyclobacillus","pirellula",1,"BSk"
"Genus","alicyclobacillus","arthrobacter",1,"Cfa"
"Genus","alicyclobacillus","pseudonocardia",1,"Cfb"
"Genus","alicyclobacillus","skermanella",1,"Cfb"
"Genus","alicyclobacillus","steroidobacter",2,"Cfb/Dfc"
"Genus","alicyclobacillus","bacillus",1,"Csa"
"Genus","alicyclobacillus","geobacter",1,"Csb"
"Genus","alicyclobacillus","clostridium",1,"Dfb"
"Genus","alicyclobacillus","nitrospira",1,"Dfb"
"Genus","alicyclobacillus","smb53",1,"Dfb"
"Genus","alicyclobacillus","flavisolibacter",1,"Dfc"
"Genus","alicyclobacillus","planctomyces",1,"Dwb"
"Genus","alicyclobacillus","pseudomonas",1,"Dwc"
"Genus","alicyclobacillus","da101",2,"Dwc/ET"
"Genus","alicyclobacillus","janthinobacterium",1,"ET"
"Genus","arthrobacter","luteolibacter",1,"Af"
"Genus","arthrobacter","hylemonella",1,"Am"
"Genus","arthrobacter","opitutus",1,"Aw"
"Genus","arthrobacter","mycobacterium",2,"Aw/Dfc"
"Genus","arthrobacter","skermanella",2,"Aw/Dwc"
"Genus","arthrobacter","corallococcus",1,"BSh"
"Genus","arthrobacter","nostocoida",1,"BSh"
"Genus","arthrobacter","kaistobacter",2,"BWh/Cwb"
"Genus","arthrobacter","gemmata",2,"BWk/Dwc"
"Genus","arthrobacter","devosia",1,"Cfa"
"Genus","arthrobacter","flavisolibacter",1,"Cfa"
"Genus","arthrobacter","clostridium",1,"Cfb"
"Genus","arthrobacter","janthinobacterium",1,"Cfb"
"Genus","arthrobacter","paenibacillus",1,"Cfb"
"Genus","arthrobacter","bradyrhizobium",2,"Cfb/Dfa"
"Genus","arthrobacter","pseudomonas",1,"Csa"
"Genus","arthrobacter","phenylobacterium",2,"Csa/Dfa"
"Genus","arthrobacter","gemmatimonas",1,"Csb"
"Genus","arthrobacter","pedomicrobium",1,"Dfa"
"Genus","arthrobacter","pilimelia",1,"Dfa"
"Genus","arthrobacter","edaphobacter",1,"Dfb"
"Genus","arthrobacter","iamia",1,"Dfc"
"Genus","arthrobacter","rhizobium",1,"Dwc"
"Genus","arthrobacter","smb53",1,"Dwc"
"Genus","arthrobacter","nitrospira",1,"ET"
"Genus","asticcacaulis","conexibacter",1,"Af"
"Genus","asticcacaulis","sphingomonas",1,"Af"
"Genus","asticcacaulis","planctomyces",1,"Am"
"Genus","asticcacaulis","edaphobacter",2,"Am/Cfb"
"Genus","asticcacaulis","bdellovibrio",2,"Aw/BSh"
"Genus","asticcacaulis","lysobacter",1,"BSh"
"Genus","asticcacaulis","pseudomonas",1,"BSh"
"Genus","asticcacaulis","candidatus solibacter",1,"BSk"
"Genus","asticcacaulis","opitutus",1,"BSk"
"Genus","asticcacaulis","methylibium",2,"BSk/ET"
"Genus","asticcacaulis","kaistobacter",2,"Cfa/Cwb"
"Genus","asticcacaulis","gemmatimonas",2,"Cfb/Dfa"
"Genus","asticcacaulis","pedobacter",2,"Cfb/Dwb"
"Genus","asticcacaulis","hylemonella",1,"Csa"
"Genus","asticcacaulis","unassigned",1,"Csa"
"Genus","asticcacaulis","da101",1,"Csb"
"Genus","asticcacaulis","pirellula",1,"Csb"
"Genus","asticcacaulis","phenylobacterium",2,"Cwb/Dwb"
"Genus","asticcacaulis","flavobacterium",1,"Dfa"
"Genus","asticcacaulis","fimbriimonas",2,"Dfc/ET"
"Genus","asticcacaulis","janthinobacterium",1,"Dwc"
"Genus","asticcacaulis","rhizobium",1,"ET"
"Genus","bacillus","terracoccus",1,"Af"
"Genus","bacillus","nannocystis",1,"Am"
"Genus","bacillus","dactylosporangium",1,"Aw"
"Genus","bacillus","edaphobacter",1,"Aw"
"Genus","bacillus","phenylobacterium",1,"Aw"
"Genus","bacillus","pilimelia",1,"Aw"
"Genus","bacillus","lysobacter",2,"Aw/Cfb"
"Genus","bacillus","skermanella",2,"BSh/EF"
"Genus","bacillus","bdellovibrio",1,"BSk"
"Genus","bacillus","gemmata",1,"BSk"
"Genus","bacillus","janthinobacterium",1,"BSk"
"Genus","bacillus","smb53",2,"BSk/Cfb"
"Genus","bacillus","bradyrhizobium",1,"Cfa"
"Genus","bacillus","corallococcus",1,"Cfa"
"Genus","bacillus","hylemonella",1,"Cfa"
"Genus","bacillus","pirellula",1,"Cfa"
"Genus","bacillus","pseudonocardia",1,"Cfa"
"Genus","bacillus","streptomyces",1,"Cfa"
"Genus","bacillus","planctomyces",2,"Cfb/Dfa"
"Genus","bacillus","pedobacter",2,"Cfb/EF"
"Genus","bacillus","luteolibacter",1,"Csa"
"Genus","bacillus","pseudomonas",2,"Csa/Csb"
"Genus","bacillus","unassigned",3,"Csa/Cwb/Dwb"
"Genus","bacillus","gemmatimonas",1,"Csb"
"Genus","bacillus","paenibacillus",1,"Csb"
"Genus","bacillus","paucibacter",1,"Csb"
"Genus","bacillus","mycobacterium",2,"Cwb/Dwb"
"Genus","bacillus","geobacter",1,"Dfc"
"Genus","bacillus","kribbella",1,"Dfc"
"Genus","bacillus","flavisolibacter",1,"Dwc"
"Genus","bacillus","candidatus koribacter",1,"EF"
"Genus","bacillus","candidatus solibacter",1,"EF"
"Genus","bacillus","bacillus",1,"ET"
"Genus","bacillus","kaistobacter",1,"ET"
"Genus","bdellovibrio","fimbriimonas",1,"Af"
"Genus","bdellovibrio","steroidobacter",1,"Af"
"Genus","bdellovibrio","nostocoida",1,"Am"
"Genus","bdellovibrio","sphingomonas",1,"Aw"
"Genus","bdellovibrio","caulobacter",1,"BSh"
"Genus","bdellovibrio","gemmatimonas",1,"BSh"
"Genus","bdellovibrio","luteolibacter",1,"BSh"
"Genus","bdellovibrio","rhizobium",1,"BSh"
"Genus","bdellovibrio","pseudonocardia",1,"BSk"
"Genus","bdellovibrio","kaistobacter",1,"Cfa"
"Genus","bdellovibrio","pilimelia",1,"Csb"
"Genus","bdellovibrio","planctomyces",1,"Dfb"
"Genus","bdellovibrio","streptomyces",1,"Dfb"
"Genus","bdellovibrio","paucibacter",1,"ET"
"Genus","bradyrhizobium","pedomicrobium",1,"Af"
"Genus","bradyrhizobium","candidatus solibacter",2,"Am/Dfb"
"Genus","bradyrhizobium","pseudonocardia",1,"Aw"
"Genus","bradyrhizobium","edaphobacter",2,"Aw/BSh"
"Genus","bradyrhizobium","rhizobium",2,"Aw/Dfa"
"Genus","bradyrhizobium","dactylosporangium",2,"BSh/Cfa"
"Genus","bradyrhizobium","nitrospira",1,"BSk"
"Genus","bradyrhizobium","da101",2,"Cfa/Cwb"
"Genus","bradyrhizobium","corallococcus",2,"Cfa/Dwb"
"Genus","bradyrhizobium","methylibium",2,"Cfa/ET"
"Genus","bradyrhizobium","devosia",2,"Cfb/Dwc"
"Genus","bradyrhizobium","rhodoplanes",1,"Csa"
"Genus","bradyrhizobium","gemmata",1,"Cwb"
"Genus","bradyrhizobium","streptomyces",1,"Cwb"
"Genus","bradyrhizobium","unassigned",1,"Cwb"
"Genus","bradyrhizobium","nostocoida",1,"Dfa"
"Genus","bradyrhizobium","pedobacter",1,"Dfb"
"Genus","bradyrhizobium","salinibacterium",2,"Dfb/EF"
"Genus","bradyrhizobium","phenylobacterium",1,"EF"
"Genus","candidatus koribacter","gemmata",1,"Af"
"Genus","candidatus koribacter","pseudomonas",1,"Af"
"Genus","candidatus koribacter","sphingomonas",2,"Af/Cfb"
"Genus","candidatus koribacter","salinibacterium",2,"Af/Dwb"
"Genus","candidatus koribacter","caulobacter",1,"Am"
"Genus","candidatus koribacter","flavisolibacter",1,"Am"
"Genus","candidatus koribacter","janthinobacterium",1,"Am"
"Genus","candidatus koribacter","pilimelia",2,"Aw/Dfa"
"Genus","candidatus koribacter","clostridium",2,"Aw/Dwc"
"Genus","candidatus koribacter","geobacter",1,"Cfa"
"Genus","candidatus koribacter","opitutus",1,"Cfa"
"Genus","candidatus koribacter","edaphobacter",1,"Cfb"
"Genus","candidatus koribacter","candidatus koribacter",1,"Dfa"
"Genus","candidatus koribacter","nannocystis",1,"Dfa"
"Genus","candidatus koribacter","unassigned",1,"Dfa"
"Genus","candidatus koribacter","da101",1,"Dfc"
"Genus","candidatus koribacter","pseudonocardia",1,"Dfc"
"Genus","candidatus koribacter","rhizobium",1,"Dfc"
"Genus","candidatus koribacter","nocardioides",2,"Dfc/Dwc"
"Genus","candidatus koribacter","methylibium",1,"Dwb"
"Genus","candidatus koribacter","nitrospira",1,"Dwc"
"Genus","candidatus solibacter","conexibacter",1,"Af"
"Genus","candidatus solibacter","pseudomonas",1,"Af"
"Genus","candidatus solibacter","pedomicrobium",2,"Af/Cfa"
"Genus","candidatus solibacter","smb53",2,"Af/ET"
"Genus","candidatus solibacter","luteolibacter",1,"Am"
"Genus","candidatus solibacter","paenibacillus",1,"Am"
"Genus","candidatus solibacter","sphingomonas",1,"Am"
"Genus","candidatus solibacter","pseudonocardia",2,"Aw/Cfb"
"Genus","candidatus solibacter","pedobacter",2,"Aw/Dfb"
"Genus","candidatus solibacter","phenylobacterium",2,"Aw/Dwc"
"Genus","candidatus solibacter","dactylosporangium",1,"BSh"
"Genus","candidatus solibacter","nannocystis",2,"BSh/Dfc"
"Genus","candidatus solibacter","candidatus solibacter",1,"BSk"
"Genus","candidatus solibacter","nostocoida",2,"BSk/Cfb"
"Genus","candidatus solibacter","niabella",2,"BSk/Cwb"
"Genus","candidatus solibacter","janthinobacterium",2,"BSk/Dwb"
"Genus","candidatus solibacter","nitrospira",2,"Cfa/Dwc"
"Genus","candidatus solibacter","da101",1,"Cfb"
"Genus","candidatus solibacter","iamia",1,"Cfb"
"Genus","candidatus solibacter","pirellula",2,"Cfb/Cwb"
"Genus","candidatus solibacter","rhodoplanes",1,"Csa"
"Genus","candidatus solibacter","clostridium",1,"Csb"
"Genus","candidatus solibacter","caulobacter",1,"Dfc"
"Genus","candidatus solibacter","devosia",1,"Dfc"
"Genus","candidatus solibacter","steroidobacter",1,"Dfc"
"Genus","candidatus solibacter","corallococcus",1,"Dwb"
"Genus","candidatus solibacter","gemmata",1,"Dwb"
"Genus","candidatus solibacter","geobacter",1,"Dwb"
"Genus","candidatus solibacter","methylibium",1,"Dwb"
"Genus","candidatus solibacter","opitutus",1,"Dwb"
"Genus","candidatus solibacter","flavisolibacter",1,"Dwc"
"Genus","candidatus solibacter","myxococcus",1,"Dwc"
"Genus","candidatus solibacter","mycobacterium",1,"EF"
"Genus","candidatus solibacter","gemmatimonas",1,"ET"
"Genus","candidatus solibacter","turneriella",1,"ET"
"Genus","caulobacter","planctomyces",2,"Af/BSk"
"Genus","caulobacter","da101",2,"Af/Dfb"
"Genus","caulobacter","clostridium",1,"Aw"
"Genus","caulobacter","unassigned",2,"Aw/BSh"
"Genus","caulobacter","pseudonocardia",1,"BSh"
"Genus","caulobacter","skermanella",2,"BSk/Csa"
"Genus","caulobacter","opitutus",1,"Cfa"
"Genus","caulobacter","fimbriimonas",1,"Cfb"
"Genus","caulobacter","corallococcus",2,"Csa/Dfb"
"Genus","caulobacter","rhizobium",1,"Csb"
"Genus","caulobacter","paucibacter",2,"Csb/ET"
"Genus","caulobacter","lysobacter",1,"Dfa"
"Genus","caulobacter","flavobacterium",2,"Dfa/EF"
"Genus","caulobacter","edaphobacter",1,"Dfb"
"Genus","caulobacter","mycobacterium",1,"Dfb"
"Genus","caulobacter","methylibium",2,"Dfb/Dfc"
"Genus","caulobacter","rhodoplanes",2,"Dfb/Dwc"
"Genus","caulobacter","gemmatimonas",1,"Dfc"
"Genus","caulobacter","gemmata",1,"Dwb"
"Genus","caulobacter","salinibacterium",2,"Dwb/EF"
"Genus","caulobacter","janthinobacterium",2,"Dwc/EF"
"Genus","caulobacter","geobacter",1,"EF"
"Genus","caulobacter","phenylobacterium",1,"EF"
"Genus","caulobacter","pseudomonas",1,"EF"
"Genus","caulobacter","sphingomonas",1,"EF"
"Genus","caulobacter","dactylosporangium",1,"ET"
"Genus","caulobacter","hylemonella",1,"ET"
"Genus","chthoniobacter","sphingomonas",1,"Aw"
"Genus","chthoniobacter","streptomyces",1,"Aw"
"Genus","chthoniobacter","pseudonocardia",1,"BSk"
"Genus","chthoniobacter","unassigned",2,"BSk/BWk"
"Genus","chthoniobacter","flavisolibacter",2,"BSk/EF"
"Genus","chthoniobacter","methylibium",2,"BSk/EF"
"Genus","chthoniobacter","devosia",1,"BWk"
"Genus","chthoniobacter","clostridium",1,"Cfa"
"Genus","chthoniobacter","luteolibacter",2,"Cfa/Dfc"
"Genus","chthoniobacter","planctomyces",1,"Cfb"
"Genus","chthoniobacter","mycobacterium",1,"Csb"
"Genus","chthoniobacter","opitutus",1,"Csb"
"Genus","chthoniobacter","da101",1,"Dfa"
"Genus","chthoniobacter","kaistobacter",1,"EF"
"Genus","chthoniobacter","pedobacter",1,"EF"
"Genus","chthoniobacter","dactylosporangium",1,"ET"
"Genus","chthoniobacter","lysobacter",1,"ET"
"Genus","clostridium","opitutus",2,"Af/EF"
"Genus","clostridium","fimbriimonas",2,"Af/ET"
"Genus","clostridium","kaistobacter",1,"Aw"
"Genus","clostridium","phenylobacterium",1,"Aw"
"Genus","clostridium","flavobacterium",2,"BSk/EF"
"Genus","clostridium","skermanella",1,"Cfa"
"Genus","clostridium","paenibacillus",2,"Cfa/Dfc"
"Genus","clostridium","hyphomicrobium",1,"Cfb"
"Genus","clostridium","kribbella",1,"Cfb"
"Genus","clostridium","luteimonas",1,"Cfb"
"Genus","clostridium","smb53",2,"Cfb/Dfb"
"Genus","clostridium","gemmatimonas",1,"Csb"
"Genus","clostridium","unassigned",3,"Csb/Cwb/EF"
"Genus","clostridium","pseudomonas",1,"Cwb"
"Genus","clostridium","streptomyces",1,"Cwb"
"Genus","clostridium","da101",2,"Cwb/Dwb"
"Genus","clostridium","hylemonella",1,"Dfa"
"Genus","clostridium","geobacter",1,"Dwc"
"Genus","clostridium","janthinobacterium",1,"ET"
"Genus","clostridium","luteolibacter",1,"ET"
"Genus","clostridium","methylibium",1,"ET"
"Genus","conexibacter","rhizobium",1,"Af"
"Genus","conexibacter","planctomyces",2,"Af/Am"
"Genus","conexibacter","phenylobacterium",2,"Af/ET"
"Genus","conexibacter","da101",1,"Am"
"Genus","conexibacter","gemmata",1,"Am"
"Genus","conexibacter","iamia",1,"Aw"
"Genus","conexibacter","janthinobacterium",1,"Aw"
"Genus","conexibacter","terracoccus",1,"Cfa"
"Genus","conexibacter","nitrospira",1,"Dfa"
"Genus","conexibacter","mycobacterium",1,"Dfc"
"Genus","conexibacter","rhodoplanes",2,"Dwb/EF"
"Genus","conexibacter","nannocystis",1,"Dwc"
"Genus","conexibacter","turneriella",1,"Dwc"
"Genus","conexibacter","unassigned",1,"EF"
"Genus","conexibacter","fimbriimonas",1,"ET"
"Genus","conexibacter","kaistobacter",1,"ET"
"Genus","corallococcus","da101",1,"Af"
"Genus","corallococcus","streptomyces",1,"Af"
"Genus","corallococcus","nannocystis",1,"Am"
"Genus","corallococcus","pedomicrobium",1,"Am"
"Genus","corallococcus","rhodoplanes",1,"Aw"
"Genus","corallococcus","skermanella",2,"Aw/BSk"
"Genus","corallococcus","devosia",1,"BSh"
"Genus","corallococcus","pilimelia",2,"BSh/BSk"
"Genus","corallococcus","kribbella",1,"BWk"
"Genus","corallococcus","luteimonas",2,"Cfb/Cwb"
"Genus","corallococcus","gemmata",2,"Cfb/Dwb"
"Genus","corallococcus","kaistobacter",1,"Csa"
"Genus","corallococcus","opitutus",2,"Csb/Cwb"
"Genus","corallococcus","phenylobacterium",1,"Cwb"
"Genus","corallococcus","dactylosporangium",2,"Cwb/Dfa"
"Genus","corallococcus","flavisolibacter",1,"Dfa"
"Genus","corallococcus","planctomyces",2,"Dfa/Dwb"
"Genus","corallococcus","mycobacterium",1,"Dfb"
"Genus","corallococcus","methylibium",1,"Dfc"
"Genus","corallococcus","smb53",1,"Dwb"
"Genus","corallococcus","pirellula",1,"EF"
"Genus","corallococcus","niabella",1,"ET"
"Genus","da101","kaistobacter",1,"Af"
"Genus","da101","pedomicrobium",1,"Am"
"Genus","da101","nocardioides",1,"Aw"
"Genus","da101","hyphomicrobium",2,"Aw/Csb"
"Genus","da101","iamia",1,"BSh"
"Genus","da101","methylibium",1,"BSh"
"Genus","da101","nostocoida",1,"BSh"
"Genus","da101","streptomyces",1,"BSh"
"Genus","da101","opitutus",2,"BSh/Cfa"
"Genus","da101","pirellula",2,"BSh/Cwb"
"Genus","da101","pedobacter",2,"BSh/Dwb"
"Genus","da101","fimbriimonas",1,"BSk"
"Genus","da101","kribbella",1,"BSk"
"Genus","da101","pilimelia",2,"BSk/EF"
"Genus","da101","pseudonocardia",1,"BWk"
"Genus","da101","paenibacillus",1,"Cfa"
"Genus","da101","rhodoplanes",2,"Cfa/Csa"
"Genus","da101","gemmatimonas",2,"Cfa/Dfb"
"Genus","da101","steroidobacter",1,"Cfb"
"Genus","da101","unassigned",2,"Cfb/Cwb"
"Genus","da101","niabella",2,"Cfb/ET"
"Genus","da101","phenylobacterium",1,"Csb"
"Genus","da101","dactylosporangium",2,"Dfb/Dwc"
"Genus","da101","hylemonella",1,"Dfc"
"Genus","da101","geobacter",2,"Dfc/EF"
"Genus","da101","devosia",1,"Dwc"
"Genus","da101","edaphobacter",1,"EF"
"Genus","da101","flavisolibacter",1,"EF"
"Genus","da101","salinibacterium",1,"EF"
"Genus","da101","sphingomonas",1,"EF"
"Genus","da101","lysobacter",1,"ET"
"Genus","da101","pseudomonas",1,"ET"
"Genus","da101","turneriella",1,"ET"
"Genus","dactylosporangium","mycobacterium",1,"Af"
"Genus","dactylosporangium","pseudonocardia",1,"Af"
"Genus","dactylosporangium","rhodoplanes",1,"Am"
"Genus","dactylosporangium","opitutus",2,"Am/Aw"
"Genus","dactylosporangium","paucibacter",1,"BSh"
"Genus","dactylosporangium","unassigned",2,"BSk/BWk"
"Genus","dactylosporangium","nitrospira",2,"BSk/Cwb"
"Genus","dactylosporangium","kaistobacter",1,"Cfa"
"Genus","dactylosporangium","methylibium",1,"Cfa"
"Genus","dactylosporangium","fimbriimonas",2,"Csb/ET"
"Genus","dactylosporangium","skermanella",1,"Cwb"
"Genus","dactylosporangium","rhizobium",1,"Dfa"
"Genus","dactylosporangium","planctomyces",1,"Dfb"
"Genus","dactylosporangium","devosia",1,"Dwc"
"Genus","devosia","opitutus",2,"Af/BSh"
"Genus","devosia","rhizobium",1,"Am"
"Genus","devosia","steroidobacter",1,"Aw"
"Genus","devosia","gemmata",2,"Aw/Cfa"
"Genus","devosia","paucibacter",1,"BSh"
"Genus","devosia","janthinobacterium",1,"BSk"
"Genus","devosia","planctomyces",1,"BSk"
"Genus","devosia","rhodoplanes",1,"BSk"
"Genus","devosia","streptomyces",2,"BSk/Cfa"
"Genus","devosia","pedobacter",2,"BSk/EF"
"Genus","devosia","flavisolibacter",1,"BWk"
"Genus","devosia","fimbriimonas",1,"Cfa"
"Genus","devosia","luteimonas",1,"Csa"
"Genus","devosia","kaistobacter",1,"Csb"
"Genus","devosia","niabella",1,"Csb"
"Genus","devosia","nocardioides",1,"Csb"
"Genus","devosia","lysobacter",1,"Dfa"
"Genus","devosia","mycobacterium",1,"Dfb"
"Genus","devosia","gemmatimonas",1,"Dfc"
"Genus","devosia","pilimelia",1,"Dwc"
"Genus","edaphobacter","fimbriimonas",1,"Af"
"Genus","edaphobacter","nocardioides",1,"Af"
"Genus","edaphobacter","nostocoida",1,"Af"
"Genus","edaphobacter","phenylobacterium",1,"Af"
"Genus","edaphobacter","rhizobium",1,"Af"
"Genus","edaphobacter","rhodoplanes",1,"Af"
"Genus","edaphobacter","luteolibacter",2,"Af/Am"
"Genus","edaphobacter","pedomicrobium",2,"Af/BSk"
"Genus","edaphobacter","pedobacter",1,"Am"
