Taxa	ClimateZone	nTaxa	degree	between	close	eigenv	Kingdom	Phylum	Class	Order	Family	Genus	Species
Taxa285	Cfb	114	0.0176991150442478	0.0360935524652339	6.81033312179001	3.75088942576379e-05	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Micrococcaceae	g__Arthrobacter	s__psychrolactophilus
Taxa285	Csb	114	0.0243362831858407	0.0429124525916561	6.01548893408821	9.35866418390638e-05	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Micrococcaceae	g__Arthrobacter	s__psychrolactophilus
Taxa285	Dwc	114	0.0202275600505689	0.0454217085064114	5.50334258663434	0.000115613222114117	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Micrococcaceae	g__Arthrobacter	s__psychrolactophilus
Taxa286	BWh	114	0.0141363061717044	0.00132784409017026	3.65216222993528	4.00005825300174e-10	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa286	BWk	114	0.0121533923303835	0	16.637531349223	5.64170163331888e-17	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa286	Dwb	114	0.0191740412979351	0.0352402022756005	4.69012748631735	0.00403178745461615	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa286	EF	114	0.0173939578883125	0.014402327913161	4.90340547007854	0.00857117287835471	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa286	Aw	114	0.0172333488588728	0.0192877104265088	3.08348933565795	0.00886263193866788	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa286	Dfc	114	0.0150442477876106	0.0218078381795196	4.2253327401965	0.00275150620285099	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa286	Dwc	114	0.00389380530973451	0	177.206220085034	4.04084563953854e-12	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa286	BSh	114	0.00731050404001539	0.00183449678447755	11.5939805646789	1.37565013080111e-06	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa286	Csb	114	0.0135346173867777	0.014873205919536	2.89108581167097	0.0644767424525483	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa286	Dfa	114	0.0101137800252844	0.00225754018421528	7.36555248028454	0.00138818744989498	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa286	Cwb	114	0.0192381685263563	0.017602924201616	3.96400580153384	0.000104256406745455	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa286	BSk	114	0.0283923303834808	0.0974702380952381	3.10202897725745	1.07006370182624e-05	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa286	Af	114	0.0182196772514315	0.0377779430356213	15.136365904922	6.17882810310667e-06	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa286	Am	114	0.0140117994100295	0.0341932680151707	3.47821663514474	0.000383958985158224	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa286	ET	114	0.0170435922648312	0.0496792620686426	4.75104891175054	0.000755010077199256	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa286	Cfb	114	0.0112094395280236	0.0154761904761905	4.5550112218959	0.000255466462875248	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa286	Cfa	114	0.0154867256637168	0.0150521491782554	4.65474786912988	0.000257532864066697	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa286	Dfb	114	0.0129339686861811	0.00753671107653409	1.94163761942288	0.118058318323072	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa287	Cfa	114	0.0108608205953339	0.00490604528215148	6.1009513436639	0.0229112571098759	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__	s__
Taxa287	Dwc	114	0.00372612948299953	0.00873311597578016	5.19737304663041	9.95198809135562e-05	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__	s__
Taxa287	ET	114	0.0197813638729828	0.0431694801814531	5.64500651383728	0.00436532069138049	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__	s__
Taxa287	Csb	114	0.0158554572271386	0.0210308680994522	2.31084599494559	0.17895819530371	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__	s__
Taxa287	Af	114	0.0143805309734513	0.0222029077117573	27.7864656214959	0.069277359354332	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__	s__
Taxa287	Dfb	114	0.0240202275600506	0.0447444464511468	4.46458855245344	0.0972366691355753	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__	s__
Taxa287	Dfc	114	0.0168563000421408	0.0410420805490338	6.01406441183061	0.00177496007905635	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__	s__
Taxa287	Cwb	114	0.0112630732099759	0.00364421713979236	7.59502095307474	0.0458909093655971	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__	s__
Taxa287	Aw	114	0.0187402394586153	0.0755930690860415	6.15425207979547	0.00615239468067752	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__	s__
Taxa287	Am	114	0.0180394826412526	0.0520276183992998	3.82073936389487	0.0967421546004389	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__	s__
Taxa287	Cfb	114	0.0152855993563958	0.0369354097230203	2.84735683595412	0.00687663396634016	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__	s__
Taxa287	Dfa	114	0.00294985250737463	0	3.47068102170928	6.67815726251237e-05	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__	s__
Taxa287	BSk	114	0.0257058575642646	0.0563482029980134	2.75802647861609	0.00010916828848029	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__	s__
Taxa287	Dwb	114	0.00884955752212389	0.00537294563843236	2.38275558985916	0.00122369615379095	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__	s__
Taxa288	BSh	114	0.0162241887905605	0.0181890012642225	17.2029448907689	0.0144112413731562	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	
Taxa288	BSk	114	0.02687643395608	0.0841059137519315	3.45074611511068	0.0024144315410029	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	
Taxa288	Cfa	114	0.00707964601769912	0.00335018963337547	10.3912301673349	1.76795162792145e-05	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	
Taxa288	Cfb	114	0.0135346173867777	0.00840336134453782	6.56389880241624	0.117833691598433	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	
Taxa288	Dfc	114	0.0176991150442478	0.0317334898561194	4.42993415757636	0.00545045198511735	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	
Taxa288	ET	114	0.0172333488588728	0.0194457382394038	6.61526592854407	0.00978689067120953	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	
Taxa288	Af	114	0.0116441546343735	0.0198283318916761	17.5354354259008	4.64596889402472e-05	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	
Taxa288	Dfa	114	0.00442477876106195	0.00157309504654637	8.55726590071776	0.000875031963450786	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	
Taxa288	Dfb	114	0.00829646017699115	0.00913598293299621	3.38612865620107	4.56127347845592e-06	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	
Taxa288	Csb	114	0.0176991150442478	0.0501877742247341	3.62512312380139	0.0011129506074321	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	
Taxa288	Dwb	114	0.00934119960668633	0.00884077819918528	26.3014604070932	0.000385881014724947	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	
Taxa288	EF	114	0.0289621882542237	0.0553480442860974	2.75495055520715	0.00440878819520488	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	
Taxa288	Am	114	0.0196229318968834	0.0401596767987688	3.35687860762256	0.00303626082586926	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	
Taxa288	Dwc	114	0.00120675784392599	0	11.3591491720232	1.24205249471198e-07	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	
Taxa288	Aw	114	0.0140117994100295	0.01461098820059	4.50825711579046	0.0285796337337842	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	
Taxa289	Am	114	0.0114306784660767	0.0182587968815845	5.81963228496722	0.00011274911110901	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__	g__	s__
Taxa289	BWk	114	0.00632111251580278	0	2.79221326062733	0.0366820060247354	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__	g__	s__
Taxa289	Aw	114	0.00931532370749884	0.00799288043116641	4.9681460647187	1.10109263026159e-05	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__	g__	s__
Taxa289	BSh	114	0.00622746640445756	0.000415554619094442	5.86126064730378	0.0010883827435494	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__	g__	s__
Taxa289	Dfa	114	0.0165191740412979	0.0202275600505689	20.7818670911764	0.0156695065448613	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__	g__	s__
Taxa289	Dwc	114	0.0283923303834808	0.0601625052675938	4.5749465056602	0.0313793328437132	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__	g__	s__
Taxa289	Cwb	114	0.0132743362831858	0.0102474958669649	9.6347011766144	0.0117004955458586	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__	g__	s__
Taxa289	Cfa	114	0.00884955752212389	0.00637378845343447	8.4214660456884	0.000410175626038536	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__	g__	s__
Taxa289	Cfb	114	0.0154867256637168	0.0120364517488411	4.64619852822536	0.0126585679641916	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__	g__	s__
Taxa289	Dfb	114	0.0135072193758733	0.0091489786412935	5.15938918860303	0.0298082152711716	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__	g__	s__
Taxa289	Dwb	114	0.0132743362831858	0.0123261694058154	2.95893023342247	0.012513661254458	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__	g__	s__
Taxa289	Af	114	0.0200589970501475	0.0495575221238938	3.53769838012841	0.0139345783499619	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__	g__	s__
Taxa289	BSk	114	0.0214917825537295	0.0559418457648546	4.47633992444609	0.0269514696858249	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__	g__	s__
Taxa289	Dfc	114	0.0176991150442478	0.0579840513468832	2.94337798179466	0.0011601933525263	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__	g__	s__
Taxa289	Csb	114	0.011572498298162	0.0144169989302733	3.11175884322625	1.0746331858277e-06	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__	g__	s__
Taxa29	Am	114	0.0274641440341776	0.0542307859976459	3.54282604070991	0.0959757512335769	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__Ellin5290	f__	g__	s__
Taxa29	Aw	114	0.0320796460176991	0.070826090391909	3.33113199340729	0.0122290484554048	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__Ellin5290	f__	g__	s__
Taxa29	Cfa	114	0.0187402394586153	0.00900758533501896	9.02999417290581	0.00108855672962642	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__Ellin5290	f__	g__	s__
Taxa29	Cfb	114	0.0200589970501475	0.00731142014327855	3.10853161097805	0.0314895666230359	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__Ellin5290	f__	g__	s__
Taxa29	Cwb	114	0.0160901045856798	0.0271520514883347	8.1563997616935	6.70987056683424e-05	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__Ellin5290	f__	g__	s__
Taxa29	BSh	114	0.0135693215339233	0.0291403286978508	2.04460009711546	9.20684180829444e-05	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__Ellin5290	f__	g__	s__
Taxa29	Csb	114	0.0186823992133727	0.026610127826942	2.91094783969814	0.000563337533162268	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__Ellin5290	f__	g__	s__
Taxa29	ET	114	0.0206489675516224	0.044571368370357	2.68371918982987	0.00489337392633545	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__Ellin5290	f__	g__	s__
Taxa29	BSk	114	0.0165929203539823	0.0225650547829751	2.20984010812918	0.0203686747345788	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__Ellin5290	f__	g__	s__
Taxa29	Dwb	114	0.0149045179319981	0.010005655732251	2.40674587062659	0.0526315790030505	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__Ellin5290	f__	g__	s__
Taxa29	Dfa	114	0.0141592920353982	0.0184787189211968	5.78768322625255	0.00292938125940941	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__Ellin5290	f__	g__	s__
Taxa29	Dwc	114	0.012905604719764	0.0310590497260851	5.4240379492077	0.000228817305273755	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__Ellin5290	f__	g__	s__
Taxa29	Dfc	114	0.0233306516492357	0.0355849902310079	4.20284641318622	0.176292395438772	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__Ellin5290	f__	g__	s__
Taxa29	Af	114	0.0183798502382573	0.0260381211708645	6.31481667030546	0.000231504829896918	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__Ellin5290	f__	g__	s__
Taxa29	Dfb	114	0.0128720836685438	0.0100706815308585	2.22343986993777	0.000287404501982124	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__Ellin5290	f__	g__	s__
Taxa290	Af	114	0.0277554304102977	0.0578238133547868	3.82398367595418	0.114818112431793	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]			
Taxa290	Am	114	0.0130819545979223	0.0131850162150278	4.97431418959802	0.00365979693106087	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]			
Taxa290	BSh	114	0.0182354518637704	0.0261655748381412	2.70581082780821	3.81329840618134e-05	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]			
Taxa290	Cfb	114	0.0176991150442478	0.0207905341340076	10.4546736312108	0.0231348906375853	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]			
Taxa290	Csb	114	0.00663716814159292	0.00376896333754741	11.5977272108861	2.5211094296863e-06	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]			
Taxa290	ET	114	0.0139064475347661	0.0148621395460839	3.69268747779165	0.153739023428506	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]			
Taxa290	Csa	114	0.0197413206262764	0.00375012155985607	7.27859385001729	0.0205108949964457	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]			
Taxa290	Aw	114	0.019358407079646	0.0290277338811631	2.72296016346742	0.069946464084032	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]			
Taxa290	Cfa	114	0.0176991150442478	0.0108066712049013	4.5329184765672	0.221376538392302	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]			
Taxa290	BSk	114	0.0107126222636237	0.00730254840641427	36.1324999943744	0.120006488803016	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]			
Taxa290	Cwb	114	0.0211757269279393	0.0172532508578653	9.23951754185235	0.0144223584205195	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]			
Taxa290	Dfa	114	0.0349768225874421	0.0366474023237614	4.70647866558821	0.216240019907439	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]			
Taxa290	Dwc	114	0.0181648812296227	0.0271724665646417	5.08589142135996	0.00920607923680681	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]			
Taxa290	Dfb	114	0.0187610619469027	0.0461504424778761	4.36928237792783	0.0362559184639668	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]			
Taxa290	Dwb	114	0.0145385587863464	0.0312782192523027	8.45491252446056	0.0154712310326157	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]			
Taxa290	Dfc	114	0.0213864306784661	0.0109829329962073	5.38064273241046	0.00160631718281156	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]			
Taxa291	Am	114	0.0252844500632111	0.0656718439588225	3.17564161479692	0.0832656518360818	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__	g__	s__
Taxa291	BWk	114	0.0184576485461441	0.00112425501173921	4.38455982747434	0.000254309692626011	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__	g__	s__
Taxa291	Cfa	114	0.0114523685580427	0.00232393842492749	6.74555772303644	6.7492678828277e-05	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__	g__	s__
Taxa291	Csa	114	0.0102261553588987	0.000442477876106195	5.37048107602251	1.21297148001337e-06	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__	g__	s__
Taxa291	Csb	114	0.018141592920354	0.044358407079646	7.2360932714023	8.35973333857162e-05	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__	g__	s__
Taxa291	Dfa	114	0.00245821042281219	0	17.2819966027545	2.07835817635041e-17	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__	g__	s__
Taxa291	Aw	114	0.0212389380530973	0.0281605562579014	4.07373167476815	0.0189092878973122	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__	g__	s__
Taxa291	BSk	114	0.0207964601769912	0.0588495575221239	5.96772424686155	0.00100703792099147	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__	g__	s__
Taxa291	BWh	114	0.0188534051558292	0.00113825830447608	2.90361480330464	4.41680704239311e-07	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__	g__	s__
Taxa291	Cwb	114	0.0167509481668774	0.00497223225573415	7.06872542833888	0.0282641482585898	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__	g__	s__
Taxa291	Dfc	114	0.0259165613147914	0.0995236590211306	3.23305470488676	0.00209906242733147	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__	g__	s__
Taxa291	Dwc	114	0.0106194690265487	0.00177781289506953	5.75680480144329	0.00744522219727319	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__	g__	s__
Taxa291	Dwb	114	0.0100038476337053	0.0168883636563513	3.14886313473	0.000872849264913624	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__	g__	s__
Taxa291	ET	114	0.0284845132743363	0.0384847108091024	2.74450165782166	0.0262118172427526	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__	g__	s__
Taxa291	Cfb	114	0.0155920775389802	0.0203479621937271	11.0131827938699	0.00125242783165012	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__	g__	s__
Taxa291	EF	114	0.0294985250737463	0.0482090181205225	4.17916257452497	3.82825948599862e-05	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__	g__	s__
Taxa291	Dfb	114	0.0176991150442478	0.0360742379547689	2.48778729650833	0.0135397899111167	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__	g__	s__
Taxa291	Af	114	0.0172074729596854	0.0192618345273213	3.40130864247126	0.00293306869904577	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__	g__	s__
Taxa292	BWh	114	0.0266715830875123	0.0110773107177974	2.56079598600368	0.00917230211655415	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales			
Taxa292	Dfc	114	0.0138643067846608	0.0305362410450906	4.23098754056995	0.00229814405627049	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales			
Taxa292	Dwb	114	0.0126971912273952	0.00860908041554444	3.4281593617219	0.0555036590456211	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales			
Taxa292	EF	114	0.0188790560471976	0.0244943109987358	2.33319234871796	0.0222801055862063	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales			
Taxa292	ET	114	0.0265486725663717	0.0665739570164349	2.7979291902084	0.00461129347039555	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales			
Taxa292	Am	114	0.0186823992133727	0.0268822868380391	4.45974650237051	0.00634876089656596	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales			
Taxa292	Cfb	114	0.035889872173058	0.0458456243854474	4.45533419755011	0.0403979758971127	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales			
Taxa292	Aw	114	0.0224188790560472	0.0618942267172356	3.69532681706347	0.00446579038562724	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales			
Taxa292	Dfb	114	0.0209594783418724	0.0396649810366625	2.17985582587823	0.00225707440285996	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales			
Taxa292	Cwb	114	0.0127826941986234	0.00361708105070937	2.85621967904013	0.23877627609458	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales			
Taxa292	Csb	114	0.010211027910143	0.00611446076047846	2.07602367349574	0.071077880868884	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales			
Taxa292	Af	114	0.0206489675516224	0.0428518752633797	3.01965361403202	0.0311255391556954	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales			
Taxa292	Dfa	114	0.00553097345132743	0.00391777286135693	5.0668138680623	0.0018695306774863	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales			
Taxa292	Cfa	114	0.0215929203539823	0.0151453855878635	4.80198627367006	0.0304579788693502	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales			
Taxa292	BSk	114	0.0269700800674252	0.0799771235928	3.05392821644655	0.000496661469538558	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales			
Taxa292	Dwc	114	0.0153392330383481	0.0296249473240624	3.25345121108598	0.00984654254761196	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales			
Taxa293	BSh	114	0.0158771473191046	0.0321726035546962	1.9756823927956	0.0435783368435103	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__auto67_4W	g__	s__
Taxa293	BSk	114	0.0180268764339561	0.0237802593997284	2.39259116733953	0.0179101764043586	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__auto67_4W	g__	s__
Taxa293	Cfb	114	0.0150057714505579	0.00641730335843456	3.47150359268884	0.100715261689593	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__auto67_4W	g__	s__
Taxa293	Csa	114	0.00456751355980588	0	3.52484619184978	6.40157601766772e-17	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__auto67_4W	g__	s__
Taxa293	Cwb	114	0.0173713536545395	0.0217668680058061	4.32313105896152	8.32835351556557e-05	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__auto67_4W	g__	s__
Taxa293	Dfc	114	0.0211406096361849	0.0433961932855738	3.49444805873031	1.77784637090519e-05	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__auto67_4W	g__	s__
Taxa293	Dwc	114	0.0140117994100295	0.0210901285292878	4.70827929559661	0.000317212960098212	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__auto67_4W	g__	s__
Taxa293	ET	114	0.0316055625790139	0.0540737312624165	2.84566448402176	0.0740880611224207	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__auto67_4W	g__	s__
