"level","from","to","No of ClimateZones","ClimateZones"
"Order","nitrospirales","pirellulales",14,"Af, Am, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF"
"Order","pirellulales","xanthomonadales",14,"Af, Am, Aw, BSh, BSk, BWk, Cfa, Cfb, Cwb, Dfa, Dfb, Dfc, Dwc, ET"
"Order","bacillales","solibacterales",14,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Cwb, Dfa, Dfc, Dwb, Dwc, EF, ET"
"Order","nitrospirales","solibacterales",14,"Af, Am, Aw, BSk, BWh, Cfa, Cfb, Csb, Cwb, Dfa, Dfc, Dwb, Dwc, ET"
"Order","caulobacterales","sphingomonadales",14,"Af, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwc, EF, ET"
"Order","ellin329","rhizobiales",14,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","pedosphaerales","pedosphaerales",14,"Af, Am, Aw, BSk, BWh, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","solibacterales","sphingobacteriales",14,"Af, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","verrucomicrobiales","verrucomicrobiales",14,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwc, EF"
"Order","nitrospirales","saprospirales",14,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwc, EF, ET"
"Order","opitutales","sphingobacteriales",14,"Af, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","ellin6513","solibacterales",14,"Af, Am, Aw, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","mnd1","rhizobiales",14,"Af, BSh, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","bacillales","myxococcales",14,"Af, Am, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, EF, ET"
"Order","pirellulales","rhizobiales",14,"Af, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","nitrospirales","nitrospirales",14,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","caulobacterales","saprospirales",14,"Af, Am, Aw, BSk, Cfa, Csa, Csb, Cwb, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","gemmatales","xanthomonadales",14,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","fac88","rhizobiales",14,"Af, Am, Aw, BSh, BSk, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","opitutales","solibacterales",14,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfb, Dwb, Dwc, EF, ET"
"Order","pirellulales","wd2101",14,"Af, Am, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","acidimicrobiales","gemmatimonadales",14,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, EF, ET"
"Order","solirubrobacterales","syntrophobacterales",14,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, EF"
"Order","fac88","sphingobacteriales",14,"Af, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","15","18",14,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfb, Dfc, Dwb, Dwc, ET"
"Order","mnd1","pedosphaerales",14,"Af, Am, BSh, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","gaiellales","rhodospirillales",14,"Af, Am, Aw, BSh, BSk, Cfa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","actinomycetales","cytophagales",14,"Af, Am, Aw, BSk, BWh, Cfa, Cfb, Csa, Csb, Dfa, Dfc, Dwb, EF, ET"
"Order","pedosphaerales","verrucomicrobiales",14,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, EF, ET"
"Order","bacillales","bacillales",14,"Af, Aw, BSk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","pedosphaerales","xanthomonadales",14,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwc, EF"
"Order","acidobacteriales","chthoniobacterales",14,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","15","cytophagales",14,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","gaiellales","wd2101",14,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dwb, Dwc, EF, ET"
"Order","rhodospirillales","sphingobacteriales",14,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfb, Dfc, Dwb, Dwc, ET"
"Order","pedosphaerales","solirubrobacterales",14,"Af, Am, Aw, BWh, Cfa, Cfb, Csb, Cwb, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","gemmatimonadales","sphingobacteriales",14,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Cwb, Dfa, Dfb, Dfc, Dwc, EF, ET"
"Order","n1423wl","saprospirales",14,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwc, EF, ET"
"Order","ellin5290","myxococcales",14,"Af, Am, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwc, EF, ET"
"Order","caulobacterales","rhizobiales",14,"Af, Am, Aw, BSk, BWh, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwc, EF, ET"
"Order","fac88","rb41",14,"Af, Aw, BSh, BSk, BWk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwc, EF, ET"
"Order","actinomycetales","pseudomonadales",14,"Am, Aw, BSh, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dwb, Dwc, EF, ET"
"Order","planctomycetales","rhizobiales",14,"Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","3","cpla",13,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","gemmatales","solibacterales",13,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","57","bq2",13,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","planctomycetales","solibacterales",13,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","planctomycetales","sphingobacteriales",13,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","akyg885","pedosphaerales",13,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, ET"
"Order","ccu21","myxococcales",13,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","nitrospirales","solirubrobacterales",13,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, EF, ET"
"Order","acidobacteriales","fac88",13,"Af, Am, Aw, BSh, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","pirellulales","verrucomicrobiales",13,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, EF, ET"
"Order","rhodobacterales","rhodospirillales",13,"Af, Am, Aw, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwc, EF, ET"
"Order","actinomycetales","akyg885",13,"Af, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","nitrospirales","planctomycetales",13,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwc, EF"
"Order","pseudomonadales","unassigned",13,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfb, Dfc, Dwb, EF"
"Order","fac88","solibacterales",13,"Af, Am, Aw, BSk, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","gaiellales","gaiellales",13,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwc, EF"
"Order","acidobacteriales","acidobacteriales",13,"Af, Aw, BSh, BWh, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","gaiellales","xanthomonadales",13,"Af, Am, Aw, Cfa, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","wd2101","xanthomonadales",13,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","h39","unassigned",13,"Af, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","ellin329","saprospirales",13,"Af, Aw, BSh, BSk, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwc, EF, ET"
"Order","cytophagales","sphingobacteriales",13,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwc, EF"
"Order","pirellulales","syntrophobacterales",13,"Af, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfc, Dwb, Dwc, ET"
"Order","84","actinomycetales",13,"Af, Am, BSh, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","acidobacteriales","wd2101",13,"Af, Am, Aw, BSh, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","fac88","gemmatales",13,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Dfa, Dfc, Dwb, Dwc, ET"
"Order","thiotrichales","unassigned",13,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwc, EF"
"Order","pedosphaerales","planctomycetales",13,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","gemmatimonadales","saprospirales",13,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwc, EF, ET"
"Order","pirellulales","sphingobacteriales",13,"Af, Am, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","opitutales","saprospirales",13,"Af, Am, BSh, BSk, Cfa, Cfb, Csa, Cwb, Dfb, Dfc, Dwb, EF, ET"
"Order","nitrospirales","wd2101",13,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Dfa, Dfc, Dwb, Dwc, EF"
"Order","gaiellales","pirellulales",13,"Af, Am, Aw, BSk, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","acidimicrobiales","ccu21",13,"Af, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwc, ET"
"Order","ellin329","pedosphaerales",13,"Af, Am, Aw, BSh, Cfa, Cfb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","acidimicrobiales","sphingomonadales",13,"Af, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","acidimicrobiales","chthoniobacterales",13,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfb, Dfc, Dwb, ET"
"Order","acidimicrobiales","n1423wl",13,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwc, EF"
"Order","ccu21","saprospirales",13,"Af, Am, Aw, Cfa, Cfb, Csb, Cwb, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","wd2101","wd2101",13,"Af, Am, Aw, BWk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","gemmatimonadales","rhizobiales",13,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwc, EF, ET"
"Order","rb41","verrucomicrobiales",13,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, EF"
"Order","planctomycetales","wd2101",13,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwc, EF, ET"
"Order","chthoniobacterales","solirubrobacterales",13,"Af, Am, BSk, BWh, Cfa, Cfb, Csb, Cwb, Dfb, Dfc, Dwc, EF, ET"
"Order","burkholderiales","pedosphaerales",13,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dwb, Dwc, EF, ET"
"Order","ellin6067","rhizobiales",13,"Af, Am, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","mnd1","rb41",13,"Af, Am, Aw, BSk, Cfa, Cfb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","ellin329","ellin329",13,"Af, Aw, BSh, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","burkholderiales","gemmatimonadales",13,"Af, Am, BSh, BSk, Cfa, Cfb, Cwb, Dfa, Dfc, Dwb, Dwc, EF, ET"
"Order","15","fac88",13,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","syntrophobacterales","xanthomonadales",13,"Af, Am, Aw, BSk, Cfa, Cfb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","solirubrobacterales","sphingomonadales",13,"Af, Am, Aw, BSk, BWh, Cfa, Cfb, Csb, Dfb, Dfc, Dwc, EF, ET"
"Order","leptospirales","unassigned",13,"Af, Am, Aw, BSk, Cfa, Cfb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","nitrospirales","xanthomonadales",13,"Af, Am, Aw, BSk, BWk, Cfa, Cfb, Csb, Cwb, Dfb, Dfc, Dwc, ET"
"Order","fimbriimonadales","sphingobacteriales",13,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dwb, Dwc, ET"
"Order","ccu21","rhodospirillales",13,"Af, Am, Aw, BSh, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwc, EF, ET"
"Order","fac88","gaiellales",13,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, EF, ET"
"Order","miz46","myxococcales",13,"Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Dfa, Dfc, Dwb, Dwc, EF, ET"
"Order","b07_wmsp1","unassigned",13,"Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dwb, Dwc, EF"
"Order","caulobacterales","pedosphaerales",13,"Am, Aw, BSh, BSk, Cfb, Csa, Csb, Cwb, Dfa, Dfc, Dwb, EF, ET"
"Order","15","gemmatimonadales",13,"Am, Aw, BSh, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfc, Dwc, EF, ET"
"Order","burkholderiales","ellin6067",13,"Am, Aw, BSh, BSk, BWk, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF"
"Order","gemmatimonadales","solibacterales",13,"Aw, BSh, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","burkholderiales","opitutales",13,"Aw, BSk, BWh, Cfa, Cfb, Csa, Csb, Cwb, Dfb, Dwb, Dwc, EF, ET"
"Order","htcc2188","unassigned",12,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","acidobacteriales","ellin329",12,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dwc, EF"
"Order","rhodospirillales","rhodospirillales",12,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","1","myxococcales",12,"Af, Am, Aw, BSh, BSk, Cfb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Order","fac88","iib",12,"Af, Aw, BSh, BSk, Cfa, Csb, Dfa, Dfb, Dfc, Dwb, EF, ET"
"Order","rhodobacterales","xanthomonadales",12,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwc"
"Order","acidimicrobiales","akyg885",12,"Af, Aw, BSh, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, EF, ET"
"Order","ccu21","gemmatales",12,"Af, Aw, BSk, BWk, Cfa, Cfb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","ellin6513","gemmatales",12,"Af, Am, BSh, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","acidobacteriales","gaiellales",12,"Af, Am, Aw, BSk, Cfa, Cfb, Dfa, Dfb, Dfc, Dwc, EF, ET"
"Order","mnd1","saprospirales",12,"Af, Am, Aw, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, ET"
"Order","ellin329","rhodospirillales",12,"Af, Am, BSh, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Order","agg27","myxococcales",12,"Af, Am, Aw, BSh, BSk, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Order","akyg885","solirubrobacterales",12,"Af, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","84","acidimicrobiales",12,"Af, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","chthoniobacterales","solibacterales",12,"Af, Aw, BSh, BSk, Cfa, Cfb, Csb, Dfa, Dfc, Dwb, Dwc, ET"
"Order","fac88","planctomycetales",12,"Af, Am, Aw, BSh, BSk, Cfb, Csb, Dfa, Dfb, Dwb, Dwc, EF"
"Order","akyg885","wd2101",12,"Af, Am, Aw, BSh, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dwb, ET"
"Order","cytophagales","opitutales",12,"Af, Aw, BSk, Cfa, Cfb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF"
"Order","opitutales","wd2101",12,"Af, Am, Aw, BSh, BSk, BWh, BWk, Cfb, Csb, Dwb, EF, ET"
"Order","chthoniobacterales","gaiellales",12,"Af, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, EF"
"Order","stramenopiles","unassigned",12,"Af, Am, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfb, Dfc, EF, ET"
"Order","acidimicrobiales","fac88",12,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfb, Dwb, EF, ET"
"Order","acidobacteriales","ellin6513",12,"Af, Am, Aw, BSk, Cfa, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","flavobacteriales","unassigned",12,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","dh61","myxococcales",12,"Af, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","gemmatales","roseiflexales",12,"Af, Am, Aw, BSh, BSk, Cfb, Cwb, Dfa, Dfb, Dfc, Dwb, ET"
"Order","solibacterales","syntrophobacterales",12,"Af, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dwb, Dwc, ET"
"Order","opitutales","rb41",12,"Af, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dwb, EF"
"Order","15","ccu21",12,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF"
"Order","ellin6513","saprospirales",12,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dwb, Dwc, ET"
"Order","pedosphaerales","sphingomonadales",12,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfb, Dfc, Dwc"
"Order","burkholderiales","rhodospirillales",12,"Af, Am, Aw, BSh, Cfa, Cfb, Csb, Cwb, Dfa, Dfc, Dwb, ET"
"Order","akyg885","rhizobiales",12,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, Dwc, EF"
"Order","36","sja",12,"Af, Am, Aw, BSh, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, Dwc, ET"
"Order","ccu21","cytophagales",12,"Af, Am, Aw, Cfa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","acidimicrobiales","burkholderiales",12,"Af, Am, Aw, BSh, BSk, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwc"
"Order","b97","unassigned",12,"Af, Am, Aw, BSk, Cfa, Cfb, Cwb, Dfa, Dfb, Dwb, Dwc, EF"
"Order","ellin6067","myxococcales",12,"Af, Am, Aw, BSk, Csa, Csb, Dfa, Dfb, Dfc, Dwb, EF, ET"
"Order","chthoniobacterales","pirellulales",12,"Af, Aw, BSh, BSk, BWh, Cfa, Cfb, Csb, Cwb, Dfc, EF, ET"
"Order","acidobacteriales","nitrospirales",12,"Af, Aw, BSh, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Order","ellin329","sphingobacteriales",12,"Af, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfc, Dwb, Dwc, EF, ET"
"Order","acidimicrobiales","syntrophobacterales",12,"Af, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Order","acidimicrobiales","opitutales",12,"Af, Am, Aw, BSh, BSk, BWh, Cfb, Csb, Dfb, Dfc, EF, ET"
"Order","acidobacteriales","planctomycetales",12,"Af, Am, Aw, BSh, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwc, ET"
"Order","chthoniobacterales","rhodospirillales",12,"Af, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfc, Dwb, Dwc, ET"
"Order","gemmatales","verrucomicrobiales",12,"Af, Am, Aw, BSh, BWh, Cfa, Cfb, Cwb, Dwb, Dwc, EF, ET"
"Order","burkholderiales","gemmatales",12,"Af, Am, Aw, BSh, BSk, BWh, Cfa, Cfb, Cwb, Dfb, Dwb, Dwc"
"Order","fac88","solirubrobacterales",12,"Af, Am, Aw, BSk, Cfa, Csb, Cwb, Dfa, Dfb, Dfc, EF, ET"
"Order","bacillales","gemmatales",12,"Af, Am, Aw, BSk, Cfa, Csb, Cwb, Dfa, Dfc, Dwb, Dwc, ET"
"Order","fimbriimonadales","myxococcales",12,"Af, Am, Aw, BSh, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, ET"
"Order","actinomycetales","ellin329",12,"Af, Am, Aw, BSh, BSk, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","15","burkholderiales",12,"Am, Aw, BSh, BSk, BWk, Cfa, Cfb, Csb, Dfa, Dfb, Dwc, ET"
"Order","burkholderiales","solirubrobacterales",12,"Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, EF, ET"
"Order","sphingobacteriales","verrucomicrobiales",12,"Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, EF, ET"
"Order","ellin5290","saprospirales",12,"Am, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dwb, Dwc, ET"
"Order","fac88","nitrospirales",12,"Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwc, ET"
"Order","actinomycetales","roseiflexales",12,"Am, Aw, BSk, Cfb, Csb, Cwb, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","acidimicrobiales","bacillales",12,"Am, Aw, BSk, Cfa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, EF, ET"
"Order","saprospirales","verrucomicrobiales",12,"Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwc, EF, ET"
"Order","ellin6513","myxococcales",12,"Aw, BSh, BSk, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","akyg885","saprospirales",12,"Aw, BSh, BSk, Cfa, Cfb, Csb, Dfa, Dfc, Dwb, Dwc, EF, ET"
"Order","caulobacterales","opitutales",12,"Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","actinomycetales","clostridiales",12,"Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","ccu21","solirubrobacterales",12,"Aw, BSh, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Order","ld1","pa13",11,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Order","ccm11a","unassigned",11,"Af, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwc, ET"
"Order","opitutales","pirellulales",11,"Af, Am, Aw, BSh, BSk, Cfa, Csb, Dfb, Dwb, EF, ET"
"Order","actinomycetales","n1423wl",11,"Af, Am, Aw, BSk, Cfb, Csb, Cwb, Dfa, Dfb, Dwb, EF"
"Order","actinomycetales","mnd1",11,"Af, Am, Aw, BSk, BWk, Cfa, Cfb, Cwb, Dfa, Dfb, Dwb"
"Order","akyg885","pirellulales",11,"Af, Am, Aw, BSk, Cfa, Cfb, Cwb, Dfb, Dfc, Dwc, ET"
"Order","acidobacteriales","syntrophobacterales",11,"Af, Am, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Order","planctomycetales","planctomycetales",11,"Af, Am, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Order","akyg885","sphingobacteriales",11,"Af, Am, Aw, BSh, BSk, Cfb, Dfb, Dfc, Dwb, EF, ET"
"Order","opitutales","sphingomonadales",11,"Af, Am, Aw, BSk, Cfa, Csa, Cwb, Dfa, Dfb, Dfc, ET"
"Order","acidimicrobiales","caulobacterales",11,"Af, Am, Aw, BSk, Cfb, Csb, Dfb, Dfc, Dwb, EF, ET"
"Order","solirubrobacterales","sphingobacteriales",11,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfb, Dwb, EF, ET"
"Order","caulobacterales","verrucomicrobiales",11,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwc, ET"
