"level","from","to","No of ClimateZones","ClimateZones"
"Class","flavobacteriia","pauc37f",10,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb"
"Class","saprospirae","sm2f11",10,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","thermoleophilia","tm1",10,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","acidimicrobiia","chloroflexi",10,"Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","flavobacteriia","thermoleophilia",10,"Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dwb, Dwc"
"Class","12","methylacidiphilae",10,"Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","anaerolineae","flavobacteriia",10,"Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","anaerolineae","nitrospira",10,"Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","28","clostridia",10,"Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","28","cytophagia",10,"Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","ellin6529","phycisphaerae",10,"Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","bacilli","ellin6529",10,"Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","fibrobacteria","unassigned",10,"Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","1","28",10,"Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","fibrobacteria","sphingobacteriia",10,"Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","28","planctomycetia",10,"Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","flavobacteriia","flavobacteriia",10,"Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","2","4c0d",9,"Af, Am, Aw, Cfa, Cfb, Csa, Dfb, Dwb, Dwc"
"Class","methylacidiphilae","solibacteres",9,"Af, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, Dwc, ET"
"Class","alphaproteobacteria","s035",9,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dwb, Dwc"
"Class","phycisphaerae","rubrobacteria",9,"Af, Am, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dwc"
"Class","108","108",9,"Af, Am, Aw, Cfa, Cfb, Dfa, Dfb, Dwb, Dwc"
"Class","planctomycetia","s035",9,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dwb, Dwc"
"Class","actinobacteria","ktedonobacteria",9,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb"
"Class","armatimonadia","saprospirae",9,"Af, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, Dwc, ET"
"Class","ktedonobacteria","solibacteres",9,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb"
"Class","da052","methylacidiphilae",9,"Af, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, Dwc, ET"
"Class","bacteroidia","pedosphaerae",9,"Af, Am, Cfa, Cfb, Csb, Dfc, Dwb, EF, ET"
"Class","betaproteobacteria","s035",9,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dwb, Dwc"
"Class","planctomycetia","spirochaetes",9,"Af, Am, Aw, Cfa, Cfb, Dfa, Dfb, Dfc, Dwb"
"Class","opitutae","spirochaetes",9,"Af, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb"
"Class","pla4","saprospirae",9,"Af, Am, Aw, Cfa, Cfb, Dfa, Dfb, Dfc, Dwb"
"Class","actinobacteria","methylacidiphilae",9,"Af, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, Dwc, ET"
"Class","c6","unassigned",9,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, ET"
"Class","armatimonadia","unassigned",9,"Af, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, Dwc, ET"
"Class","acidobacteriia","armatimonadia",9,"Af, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, Dwc, ET"
"Class","rubrobacteria","tk10",9,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dwb, Dwc"
"Class","136","actinobacteria",9,"Af, Aw, BSk, Cfa, Cfb, Csa, Dfb, Dfc, Dwc"
"Class","rubrobacteria","sva0725",9,"Af, Am, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dwc"
"Class","fimbriimonadia","methylacidiphilae",9,"Af, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, Dwc, ET"
"Class","methylacidiphilae","methylacidiphilae",9,"Af, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, Dwc, ET"
"Class","acidimicrobiia","methylacidiphilae",9,"Af, Am, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, ET"
"Class","fibrobacteria","spartobacteria",9,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","fibrobacteria","flavobacteriia",9,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","12","flavobacteriia",9,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfc, Dwb"
"Class","rb25","tk10",9,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb"
"Class","fibrobacteria","gammaproteobacteria",9,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwc, ET"
"Class","ktedonobacteria","spartobacteria",9,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","spartobacteria","tm1",9,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","clostridia","nitrospira",9,"Af, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dwc, EF"
"Class","phycisphaerae","s035",9,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dwb, Dwc"
"Class","methylacidiphilae","phycisphaerae",9,"Af, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, Dwc, ET"
"Class","betaproteobacteria","sc3",9,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","108","8",9,"Af, Am, Aw, Cfa, Cfb, Dfa, Dfb, Dwb, Dwc"
"Class","da052","om190",9,"Af, Am, Cfa, Cfb, Dfa, Dfb, Dfc, Dwb, ET"
"Class","clostridia","unassigned",9,"Af, Am, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc"
"Class","acidobacteriia","verrucomicrobiae",9,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, ET"
"Class","pla4","tk10",9,"Af, Am, Aw, Cfa, Cfb, Dfa, Dfb, Dfc, Dwb"
"Class","acidimicrobiia","pla4",9,"Af, Am, Aw, Cfa, Cfb, Dfa, Dfb, Dfc, Dwb"
"Class","pla4","spartobacteria",9,"Af, Am, Aw, Cfa, Cfb, Dfa, Dfb, Dfc, Dwb"
"Class","pla4","pla4",9,"Af, Am, Aw, Cfa, Cfb, Dfa, Dfb, Dfc, Dwb"
"Class","4","acidobacteriia",9,"Af, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, Dwc, ET"
"Class","4","da052",9,"Af, Am, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, Dwc"
"Class","flavobacteriia","phycisphaerae",9,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","armatimonadia","da052",9,"Af, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, Dwc, ET"
"Class","armatimonadia","deltaproteobacteria",9,"Af, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, Dwc, ET"
"Class","armatimonadia","opitutae",9,"Af, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, Dwc, ET"
"Class","alphaproteobacteria","armatimonadia",9,"Af, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, Dwc, ET"
"Class","armatimonadia","methylacidiphilae",9,"Af, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, Dwc, ET"
"Class","armatimonadia","pedosphaerae",9,"Af, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, Dwc, ET"
"Class","armatimonadia","phycisphaerae",9,"Af, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, Dwc, ET"
"Class","fimbriimonadia","saprospirae",9,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","da052","tk10",9,"Af, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, Dwc, ET"
"Class","ktedonobacteria","planctomycetia",9,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","gemmatimonadetes","tm1",9,"Af, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, Dwc, ET"
"Class","nitrospira","s035",9,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dwb, Dwc"
"Class","bacilli","s035",9,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dwb, Dwc"
"Class","cytophagia","rb25",9,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfc, Dwb"
"Class","methylacidiphilae","sc3",9,"Af, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, Dwc, ET"
"Class","1","da052",9,"Af, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, Dwc, ET"
"Class","cytophagia","pla4",9,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfc, Dwb"
"Class","pla4","sphingobacteriia",9,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc"
"Class","bacteroidia","elusimicrobia",9,"Af, Am, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, ET"
"Class","chloroplast","rubrobacteria",9,"Af, Am, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dwc"
"Class","betaproteobacteria","leptospirae",9,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc"
"Class","chloroplast","spartobacteria",9,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwc"
"Class","anaerolineae","gammaproteobacteria",9,"Af, Cfa, Cfb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","methylacidiphilae","opitutae",9,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, ET"
"Class","pauc37f","planctomycetia",9,"Af, Cfa, Cfb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","om190","rb25",9,"Af, Am, Aw, Cfa, Cfb, Dfa, Dfb, Dfc, Dwb"
"Class","gammaproteobacteria","ktedonobacteria",9,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb"
"Class","chloroflexi","pedosphaerae",9,"Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwc, ET"
"Class","acidobacteriia","chloroflexi",9,"Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwc, EF"
"Class","8","chloroflexi",9,"Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwc, ET"
"Class","ellin6529","sphingobacteriia",9,"Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb"
"Class","flavobacteriia","sva0725",9,"Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwc, ET"
"Class","flavobacteriia","vadinha49",9,"Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwc, EF"
"Class","chloroflexi","verrucomicrobiae",9,"BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Class","c6","gemmatimonadetes",9,"Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","holophagae","pedosphaerae",8,"Af, Am, Cfa, Cfb, Csb, Dfc, EF, ET"
"Class","bacteroidia","phycisphaerae",8,"Af, Am, Cfa, Cfb, Csb, Dfb, Dfc, ET"
"Class","bacteroidia","solibacteres",8,"Af, Cfa, Cfb, Csb, Dfb, Dfc, EF, ET"
"Class","acidobacteriia","spirochaetes",8,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb"
"Class","gemmatimonadetes","spirochaetes",8,"Af, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dwb"
"Class","solibacteres","spirochaetes",8,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb"
"Class","pla4","planctomycetia",8,"Af, Am, Aw, Cfa, Cfb, Dfa, Dfb, Dwb"
"Class","bacteroidia","holophagae",8,"Af, Am, Cfa, Cfb, Csb, Dfc, EF, ET"
"Class","12","actinobacteria",8,"Af, Am, Aw, Cfa, Cfb, Dfa, Dfb, Dwb"
"Class","deltaproteobacteria","holophagae",8,"Af, Am, Cfa, Cfb, Csb, Dfc, EF, ET"
"Class","da052","sphingobacteriia",8,"Af, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, Dwc"
"Class","acidobacteriia","chloroplast",8,"Af, Am, Cfa, Cfb, Csb, Dfc, Dwc, ET"
"Class","acidimicrobiia","clostridia",8,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dwc"
"Class","fimbriimonadia","thermoleophilia",8,"Af, Am, Cfa, Cfb, Csb, Dfb, Dfc, Dwb"
"Class","clostridia","holophagae",8,"Af, Am, Cfa, Cfb, Csb, Dfc, EF, ET"
"Class","actinobacteria","sc3",8,"Af, Cfb, Csb, Dfb, Dfc, Dwb, Dwc, ET"
"Class","bacilli","s085",8,"Af, Am, Aw, Cfa, Cfb, Csb, Dfb, Dfc"
"Class","rubrobacteria","s085",8,"Af, Am, Aw, Cfa, Cfb, Csb, Dfb, Dfc"
"Class","actinobacteria","armatimonadia",8,"Af, Cfb, Csb, Dfb, Dfc, Dwb, Dwc, ET"
"Class","actinobacteria","s035",8,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dwb, Dwc"
"Class","om190","pla4",8,"Af, Am, Aw, Cfa, Cfb, Dfa, Dfb, Dfc"
"Class","cytophagia","s035",8,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dwb, Dwc"
"Class","holophagae","thermoleophilia",8,"Af, Am, Cfa, Cfb, Csb, Dfc, EF, ET"
"Class","rb25","saprospirae",8,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb"
"Class","sphingobacteriia","tm1",8,"Af, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, Dwc"
"Class","136","cytophagia",8,"Af, Aw, BSk, Cfa, Cfb, Csa, Dfb, Dwc"
"Class","acidimicrobiia","tm1",8,"Af, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, ET"
"Class","da052","ktedonobacteria",8,"Af, Am, Cfa, Cfb, Csb, Dfb, Dfc, Dwb"
"Class","betaproteobacteria","holophagae",8,"Af, Am, Cfa, Cfb, Csb, Dfc, EF, ET"
"Class","holophagae","verrucomicrobiae",8,"Af, Am, Cfa, Cfb, Csb, Dfc, EF, ET"
"Class","12","12",8,"Am, Cfa, Cfb, Csb, Dfa, Dfc, Dwb, Dwc"
"Class","12","da052",8,"Am, Cfa, Cfb, Dfa, Dfb, Dfc, Dwb, ET"
"Class","s035","saprospirae",8,"Am, Cfa, Cfb, Csb, Dfa, Dfb, Dwb, Dwc"
"Class","chloroflexi","chloroflexi",8,"Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwc"
"Class","cytophagia","da052",8,"Aw, Cfa, Cfb, Csb, Dfa, Dfc, Dwb, Dwc"
"Class","opitutae","sva0725",8,"BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc"
"Class","chloroflexi","opitutae",8,"BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwc"
"Class","fimbriimonadia","gemmatimonadetes",8,"Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwc, ET"
"Class","28","5",8,"Cfa, Cfb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","28","anaerolineae",8,"Cfa, Cfb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","anaerolineae","bacilli",8,"Cfa, Cfb, Csa, Dfa, Dfb, Dfc, Dwc, ET"
"Class","cytophagia","fibrobacteria",8,"Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, ET"
"Class","28","28",8,"Cfa, Cfb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","28","flavobacteriia",8,"Cfa, Cfb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","28","leptospirae",8,"Cfa, Cfb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","28","om190",8,"Cfa, Cfb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","chloracidobacteria","methylacidiphilae",8,"Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","bacteroidia","deltaproteobacteria",7,"Af, Cfa, Cfb, Dfa, Dfc, EF, ET"
"Class","spirochaetes","unassigned",7,"Af, Aw, Cfa, Cfb, Csb, Dfc, Dwb"
"Class","chloroplast","holophagae",7,"Af, Am, Cfa, Cfb, Csb, Dfc, ET"
"Class","acidobacteriia","holophagae",7,"Af, Am, Cfa, Cfb, Csb, Dfc, ET"
"Class","fibrobacteria","nitrospira",7,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dwc"
"Class","pedosphaerae","sm2f11",7,"Af, Cfa, Cfb, Csb, Dfc, Dwb, ET"
"Class","nitrospira","sva0725",7,"Af, Am, Aw, Cfa, Cfb, Csb, Dwc"
"Class","rubrobacteria","saprospirae",7,"Af, BSk, Cfa, Cfb, Csb, Dfb, EF"
"Class","cytophagia","spirochaetes",7,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa"
"Class","ktedonobacteria","spirochaetes",7,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb"
"Class","spartobacteria","spirochaetes",7,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb"
"Class","nitrospira","spirochaetes",7,"Af, Aw, Cfa, Cfb, Csb, Dfc, Dwb"
"Class","8","holophagae",7,"Af, Am, Cfa, Cfb, Csb, Dfc, ET"
"Class","om190","s085",7,"Af, Aw, Cfa, Cfb, Csa, Dfb, Dfc"
"Class","s035","unassigned",7,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dwb"
"Class","om190","solibacteres",7,"Af, Am, Aw, Cfa, Cfb, Csa, Dfb"
"Class","chloracidobacteria","s035",7,"Af, Am, Cfa, Cfb, Csb, Dfb, Dwc"
"Class","chloroplast","saprospirae",7,"Af, Am, BSk, Cfa, Cfb, Csb, Dwc"
"Class","pauc37f","unassigned",7,"Af, Am, Aw, Cfa, Cfb, Csb, Dfb"
"Class","acidobacteriia","om190",7,"Af, Am, Aw, Cfa, Cfb, Csa, Dfb"
"Class","clostridia","spartobacteria",7,"Am, Cfa, Cfb, Csb, Dfb, Dfc, Dwb"
"Class","2","chloracidobacteria",7,"Am, Aw, BSk, Cfa, Cfb, Dfa, Dfb"
"Class","2","gammaproteobacteria",7,"Am, Aw, BSk, Cfa, Cfb, Dfa, Dfb"
"Class","chloroplast","sphingobacteriia",7,"Am, Cfa, Cfb, Dfa, Dfb, Dfc, Dwc"
"Class","fimbriimonadia","gammaproteobacteria",7,"Aw, Cfa, Cfb, Dfa, Dfb, Dfc, Dwb"
"Class","clostridia","gemmatimonadetes",7,"BSk, Cfa, Cfb, Csb, Dfb, Dfc, EF"
"Class","4","ag",7,"Cfa, Cfb, Csb, Dfb, Dfc, Dwb, ET"
"Class","5","gemm",7,"Cfa, Cfb, Csb, Dfb, Dfc, Dwc, ET"
"Class","5","alphaproteobacteria",7,"Cfa, Cfb, Csb, Dfb, Dfc, Dwc, ET"
"Class","sc3","spartobacteria",7,"Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwc"
"Class","4","actinobacteria",7,"Cfa, Cfb, Csb, Dfb, Dfc, Dwb, ET"
"Class","5","anaerolineae",7,"Cfa, Cfb, Csb, Dfb, Dfc, Dwc, ET"
"Class","ktedonobacteria","sphingobacteriia",7,"Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb"
"Class","pedosphaerae","spirochaetes",6,"Af, Aw, Cfa, Cfb, Csb, Dfc"
"Class","bacteroidia","bacteroidia",6,"Af, Cfa, Cfb, Dfc, EF, ET"
"Class","actinobacteria","pla4",6,"Af, Am, Cfa, Cfb, Dfa, Dwb"
"Class","chloroplast","nitrospira",6,"Af, Am, Cfa, Cfb, Csb, Dwc"
"Class","om190","spartobacteria",6,"Af, Am, Cfa, Cfb, Dfb, Dfc"
"Class","bacteroidia","betaproteobacteria",6,"Af, Cfa, Cfb, Dfc, EF, ET"
"Class","holophagae","solibacteres",6,"Af, Cfa, Cfb, Csb, Dfc, ET"
"Class","acidobacteriia","rubrobacteria",6,"Af, Am, Aw, Cfa, Cfb, Csb"
"Class","holophagae","opitutae",6,"Af, Cfa, Cfb, Csb, Dfc, ET"
"Class","gammaproteobacteria","rubrobacteria",6,"Af, BSk, Cfa, Cfb, Csb, Dfa"
"Class","bacteroidia","verrucomicrobiae",6,"Af, Cfa, Dfa, Dfc, EF, ET"
"Class","sphingobacteriia","spirochaetes",6,"Af, Aw, Cfa, Cfb, Dfc, Dwb"
"Class","pauc37f","spirochaetes",6,"Af, Cfa, Cfb, Csb, Dfc, Dwb"
"Class","2","5",6,"Am, Aw, Cfa, Cfb, Dfa, Dfb"
"Class","108","2",6,"Am, Aw, Cfa, Cfb, Dfa, Dfb"
"Class","chloracidobacteria","om190",6,"Am, Aw, Cfa, Cfb, Dfa, Dfb"
"Class","acidobacteriia","anaerolineae",6,"Am, Aw, Cfa, Cfb, Dfa, Dfb"
"Class","om190","sva0725",6,"Aw, Cfa, Cfb, Csa, Dfb, Dfc"
"Class","4","6",6,"Cfa, Cfb, Csb, Dfb, Dfc, Dwb"
"Class","5","chloracidobacteria",6,"Cfa, Cfb, Csb, Dfb, Dfc, Dwc"
"Class","5","betaproteobacteria",6,"Cfa, Cfb, Csb, Dfb, Dfc, Dwc"
"Class","5","deltaproteobacteria",6,"Cfa, Cfb, Csb, Dfb, Dfc, Dwc"
"Class","bacilli","sphingobacteriia",6,"Cfa, Cfb, Csb, Dfa, Dfb, Dfc"
"Class","4","4",6,"Cfa, Cfb, Csb, Dfb, Dfc, Dwb"
"Class","spartobacteria","vadinha49",6,"Cfa, Cfb, Dfa, Dfb, Dfc, EF"
"Class","alphaproteobacteria","sm2f11",6,"Cfa, Cfb, Csb, Dfb, Dfc, ET"
"Class","gemmatimonadetes","rb25",6,"Cfa, Cfb, Csb, Dfb, Dfc, EF"
"Class","acidobacteriia","bacteroidia",5,"Af, Cfa, Cfb, Dfc, ET"
"Class","bacteroidia","clostridia",5,"Af, Cfa, Cfb, Dfc, ET"
"Class","actinobacteria","spirochaetes",5,"Af, Am, Cfa, Cfb, Dfa"
"Class","bacilli","da052",5,"Af, Am, Aw, Cfa, Cfb"
"Class","1","108",5,"Af, Am, Aw, Cfa, Cfb"
"Class","anaerolineae","sva0725",5,"Aw, Cfa, Cfb, Dfa, Dfb"
"Class","chloracidobacteria","pla4",5,"Cfa, Cfb, Dfa, Dfb, Dfc"
"Class","5","actinobacteria",5,"Cfa, Cfb, Csb, Dfb, Dwc"
"Class","bacteroidia","saprospirae",5,"Cfa, Dfa, Dfc, EF, ET"
"Class","holophagae","saprospirae",5,"Cfa, Cfb, Dfc, EF, ET"
"Class","bacteroidia","flavobacteriia",5,"Cfa, Dfa, Dfc, EF, ET"
"Class","bacteroidia","cytophagia",4,"Af, Dfc, EF, ET"
"Class","clostridia","cytophagia",4,"Af, Dfc, EF, ET"
"Class","betaproteobacteria","chloroflexi",4,"Af, Am, Cfa, Cfb"
"Class","bacilli","spirochaetes",4,"Am, Cfa, Cfb, Dfa"
"Class","5","cytophagia",4,"Cfa, Cfb, Csb, Dfb"
"Class","bacilli","fimbriimonadia",3,"Cfa, Cfb, Dfa"
"Order","15","iii1",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","unassigned","unassigned",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","myxococcales","unassigned",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","actinomycetales","unassigned",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","rhizobiales","unassigned",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","pedosphaerales","unassigned",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","myxococcales","myxococcales",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","solibacterales","unassigned",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","0319","7l14",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","actinomycetales","actinomycetales",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","saprospirales","unassigned",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","rhodospirillales","unassigned",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","actinomycetales","rhizobiales",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","rb41","unassigned",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","solirubrobacterales","unassigned",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","gaiellales","unassigned",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","sphingobacteriales","unassigned",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","nitrospirales","unassigned",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","chthoniobacterales","unassigned",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Order","acidimicrobiales","unassigned",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
